res_state_fips,res_county_fips,res_state_name,res_county_name,work_state_fips,work_county_fips,work_state_name,work_county_name,workers_N,error
17,001,Illinois,Adams County,013,121,Georgia,Fulton County,9,13
17,001,Illinois,Adams County,017,001,Illinois,Adams County,"29,207",598
17,001,Illinois,Adams County,017,009,Illinois,Brown County,549,118
17,001,Illinois,Adams County,017,011,Illinois,Bureau County,3,4
17,001,Illinois,Adams County,017,017,Illinois,Cass County,12,11
17,001,Illinois,Adams County,017,031,Illinois,Cook County,22,32
17,001,Illinois,Adams County,017,057,Illinois,Fulton County,8,12
17,001,Illinois,Adams County,017,067,Illinois,Hancock County,156,62
17,001,Illinois,Adams County,017,109,Illinois,McDonough County,30,27
17,001,Illinois,Adams County,017,113,Illinois,McLean County,11,17
17,001,Illinois,Adams County,017,115,Illinois,Macon County,6,10
17,001,Illinois,Adams County,017,119,Illinois,Madison County,2,4
17,001,Illinois,Adams County,017,133,Illinois,Monroe County,17,25
17,001,Illinois,Adams County,017,143,Illinois,Peoria County,30,38
17,001,Illinois,Adams County,017,149,Illinois,Pike County,246,105
17,001,Illinois,Adams County,017,167,Illinois,Sangamon County,10,14
17,001,Illinois,Adams County,017,169,Illinois,Schuyler County,18,14
17,001,Illinois,Adams County,017,175,Illinois,Stark County,2,3
17,001,Illinois,Adams County,017,195,Illinois,Whiteside County,2,3
17,001,Illinois,Adams County,017,197,Illinois,Will County,2,4
17,001,Illinois,Adams County,018,053,Indiana,Grant County,18,30
17,001,Illinois,Adams County,018,059,Indiana,Hancock County,13,19
17,001,Illinois,Adams County,018,073,Indiana,Jasper County,2,3
17,001,Illinois,Adams County,018,097,Indiana,Marion County,51,55
17,001,Illinois,Adams County,019,013,Iowa,Black Hawk County,8,13
17,001,Illinois,Adams County,019,057,Iowa,Des Moines County,2,4
17,001,Illinois,Adams County,019,087,Iowa,Henry County,1,4
17,001,Illinois,Adams County,019,101,Iowa,Jefferson County,9,11
17,001,Illinois,Adams County,019,111,Iowa,Lee County,143,69
17,001,Illinois,Adams County,019,153,Iowa,Polk County,6,8
17,001,Illinois,Adams County,019,163,Iowa,Scott County,10,14
17,001,Illinois,Adams County,027,131,Minnesota,Rice County,2,3
17,001,Illinois,Adams County,029,007,Missouri,Audrain County,3,4
17,001,Illinois,Adams County,029,077,Missouri,Greene County,12,21
17,001,Illinois,Adams County,029,111,Missouri,Lewis County,99,63
17,001,Illinois,Adams County,029,127,Missouri,Marion County,"1,036",197
17,001,Illinois,Adams County,029,163,Missouri,Pike County,80,63
17,001,Illinois,Adams County,029,165,Missouri,Platte County,16,27
17,001,Illinois,Adams County,029,173,Missouri,Ralls County,32,27
17,001,Illinois,Adams County,029,183,Missouri,St. Charles County,25,29
17,001,Illinois,Adams County,029,189,Missouri,St. Louis County,2,3
17,001,Illinois,Adams County,029,510,Missouri,St. Louis city,12,18
17,001,Illinois,Adams County,030,111,Montana,Yellowstone County,22,29
17,001,Illinois,Adams County,037,063,North Carolina,Durham County,13,19
17,001,Illinois,Adams County,039,035,Ohio,Cuyahoga County,5,10
17,001,Illinois,Adams County,048,215,Texas,Hidalgo County,7,11
17,001,Illinois,Adams County,055,059,Wisconsin,Kenosha County,2,3
17,001,Illinois,Adams County,055,079,Wisconsin,Milwaukee County,17,28
17,003,Illinois,Alexander County,005,057,Arkansas,Hempstead County,4,7
17,003,Illinois,Alexander County,017,003,Illinois,Alexander County,939,148
17,003,Illinois,Alexander County,017,043,Illinois,DuPage County,12,18
17,003,Illinois,Alexander County,017,061,Illinois,Greene County,10,12
17,003,Illinois,Alexander County,017,077,Illinois,Jackson County,77,65
17,003,Illinois,Alexander County,017,087,Illinois,Johnson County,40,22
17,003,Illinois,Alexander County,017,119,Illinois,Madison County,1,4
17,003,Illinois,Alexander County,017,127,Illinois,Massac County,19,26
17,003,Illinois,Alexander County,017,153,Illinois,Pulaski County,107,43
17,003,Illinois,Alexander County,017,163,Illinois,St. Clair County,2,3
17,003,Illinois,Alexander County,017,181,Illinois,Union County,135,40
17,003,Illinois,Alexander County,017,199,Illinois,Williamson County,71,46
17,003,Illinois,Alexander County,021,007,Kentucky,Ballard County,54,39
17,003,Illinois,Alexander County,021,145,Kentucky,McCracken County,41,45
17,003,Illinois,Alexander County,029,031,Missouri,Cape Girardeau County,660,121
17,003,Illinois,Alexander County,029,095,Missouri,Jackson County,5,7
17,003,Illinois,Alexander County,029,133,Missouri,Mississippi County,50,43
17,003,Illinois,Alexander County,029,143,Missouri,New Madrid County,6,10
17,003,Illinois,Alexander County,029,157,Missouri,Perry County,13,16
17,003,Illinois,Alexander County,029,201,Missouri,Scott County,118,52
17,003,Illinois,Alexander County,029,207,Missouri,Stoddard County,2,3
17,003,Illinois,Alexander County,047,157,Tennessee,Shelby County,5,9
17,003,Illinois,Alexander County,048,037,Texas,Bowie County,1,2
17,005,Illinois,Bond County,006,017,California,El Dorado County,23,34
17,005,Illinois,Bond County,017,005,Illinois,Bond County,"4,049",454
17,005,Illinois,Bond County,017,021,Illinois,Christian County,1,4
17,005,Illinois,Bond County,017,027,Illinois,Clinton County,336,94
17,005,Illinois,Bond County,017,043,Illinois,DuPage County,23,38
17,005,Illinois,Bond County,017,049,Illinois,Effingham County,24,24
17,005,Illinois,Bond County,017,051,Illinois,Fayette County,538,167
17,005,Illinois,Bond County,017,079,Illinois,Jasper County,11,11
17,005,Illinois,Bond County,017,081,Illinois,Jefferson County,23,27
17,005,Illinois,Bond County,017,089,Illinois,Kane County,6,11
17,005,Illinois,Bond County,017,115,Illinois,Macon County,9,9
17,005,Illinois,Bond County,017,117,Illinois,Macoupin County,58,35
17,005,Illinois,Bond County,017,119,Illinois,Madison County,"1,268",196
17,005,Illinois,Bond County,017,121,Illinois,Marion County,26,29
17,005,Illinois,Bond County,017,135,Illinois,Montgomery County,300,151
17,005,Illinois,Bond County,017,143,Illinois,Peoria County,6,12
17,005,Illinois,Bond County,017,163,Illinois,St. Clair County,292,98
17,005,Illinois,Bond County,017,167,Illinois,Sangamon County,24,26
17,005,Illinois,Bond County,017,189,Illinois,Washington County,11,15
17,005,Illinois,Bond County,018,021,Indiana,Clay County,13,20
17,005,Illinois,Bond County,018,097,Indiana,Marion County,6,10
17,005,Illinois,Bond County,029,077,Missouri,Greene County,21,31
17,005,Illinois,Bond County,029,095,Missouri,Jackson County,7,12
17,005,Illinois,Bond County,029,183,Missouri,St. Charles County,46,36
17,005,Illinois,Bond County,029,189,Missouri,St. Louis County,137,79
17,005,Illinois,Bond County,029,510,Missouri,St. Louis city,144,75
17,005,Illinois,Bond County,039,139,Ohio,Richland County,12,28
17,005,Illinois,Bond County,047,149,Tennessee,Rutherford County,12,14
17,007,Illinois,Boone County,004,013,Arizona,Maricopa County,11,17
17,007,Illinois,Boone County,017,007,Illinois,Boone County,"7,678",643
17,007,Illinois,Boone County,017,031,Illinois,Cook County,"1,441",310
17,007,Illinois,Boone County,017,037,Illinois,DeKalb County,349,143
17,007,Illinois,Boone County,017,041,Illinois,Douglas County,15,24
17,007,Illinois,Boone County,017,043,Illinois,DuPage County,726,241
17,007,Illinois,Boone County,017,081,Illinois,Jefferson County,33,49
17,007,Illinois,Boone County,017,089,Illinois,Kane County,"1,595",326
17,007,Illinois,Boone County,017,093,Illinois,Kendall County,2,4
17,007,Illinois,Boone County,017,097,Illinois,Lake County,104,62
17,007,Illinois,Boone County,017,103,Illinois,Lee County,56,39
17,007,Illinois,Boone County,017,111,Illinois,McHenry County,"2,271",316
17,007,Illinois,Boone County,017,141,Illinois,Ogle County,85,74
17,007,Illinois,Boone County,017,177,Illinois,Stephenson County,20,15
17,007,Illinois,Boone County,017,195,Illinois,Whiteside County,4,7
17,007,Illinois,Boone County,017,197,Illinois,Will County,128,101
17,007,Illinois,Boone County,017,201,Illinois,Winnebago County,"8,960",732
17,007,Illinois,Boone County,018,057,Indiana,Hamilton County,8,13
17,007,Illinois,Boone County,018,097,Indiana,Marion County,76,101
17,007,Illinois,Boone County,019,113,Iowa,Linn County,5,10
17,007,Illinois,Boone County,026,163,Michigan,Wayne County,51,49
17,007,Illinois,Boone County,029,031,Missouri,Cape Girardeau County,9,14
17,007,Illinois,Boone County,029,189,Missouri,St. Louis County,19,31
17,007,Illinois,Boone County,036,101,New York,Steuben County,2,3
17,007,Illinois,Boone County,040,129,Oklahoma,Roger Mills County,5,8
17,007,Illinois,Boone County,042,101,Pennsylvania,Philadelphia County,2,3
17,007,Illinois,Boone County,047,121,Tennessee,Meigs County,9,16
17,007,Illinois,Boone County,055,009,Wisconsin,Brown County,20,36
17,007,Illinois,Boone County,055,025,Wisconsin,Dane County,5,6
17,007,Illinois,Boone County,055,027,Wisconsin,Dodge County,84,93
17,007,Illinois,Boone County,055,085,Wisconsin,Oneida County,2,5
17,007,Illinois,Boone County,055,101,Wisconsin,Racine County,36,54
17,007,Illinois,Boone County,055,105,Wisconsin,Rock County,351,169
17,007,Illinois,Boone County,055,127,Wisconsin,Walworth County,166,97
17,007,Illinois,Boone County,055,133,Wisconsin,Waukesha County,91,109
17,009,Illinois,Brown County,017,001,Illinois,Adams County,180,69
17,009,Illinois,Brown County,017,009,Illinois,Brown County,"2,117",222
17,009,Illinois,Brown County,017,017,Illinois,Cass County,89,49
17,009,Illinois,Brown County,017,067,Illinois,Hancock County,44,37
17,009,Illinois,Brown County,017,109,Illinois,McDonough County,35,45
17,009,Illinois,Brown County,017,137,Illinois,Morgan County,86,35
17,009,Illinois,Brown County,017,149,Illinois,Pike County,38,25
17,009,Illinois,Brown County,017,167,Illinois,Sangamon County,26,24
17,009,Illinois,Brown County,017,169,Illinois,Schuyler County,105,55
17,009,Illinois,Brown County,017,171,Illinois,Scott County,30,42
17,011,Illinois,Bureau County,012,033,Florida,Escambia County,2,5
17,011,Illinois,Bureau County,017,007,Illinois,Boone County,3,5
17,011,Illinois,Bureau County,017,011,Illinois,Bureau County,"9,557",395
17,011,Illinois,Bureau County,017,015,Illinois,Carroll County,3,4
17,011,Illinois,Bureau County,017,031,Illinois,Cook County,155,56
17,011,Illinois,Bureau County,017,037,Illinois,DeKalb County,38,27
17,011,Illinois,Bureau County,017,043,Illinois,DuPage County,71,47
17,011,Illinois,Bureau County,017,053,Illinois,Ford County,3,5
17,011,Illinois,Bureau County,017,063,Illinois,Grundy County,38,24
17,011,Illinois,Bureau County,017,073,Illinois,Henry County,436,81
17,011,Illinois,Bureau County,017,089,Illinois,Kane County,24,14
17,011,Illinois,Bureau County,017,093,Illinois,Kendall County,45,21
17,011,Illinois,Bureau County,017,095,Illinois,Knox County,2,3
17,011,Illinois,Bureau County,017,097,Illinois,Lake County,25,34
17,011,Illinois,Bureau County,017,099,Illinois,LaSalle County,"3,856",265
17,011,Illinois,Bureau County,017,103,Illinois,Lee County,136,54
17,011,Illinois,Bureau County,017,105,Illinois,Livingston County,15,14
17,011,Illinois,Bureau County,017,107,Illinois,Logan County,3,5
17,011,Illinois,Bureau County,017,113,Illinois,McLean County,16,12
17,011,Illinois,Bureau County,017,123,Illinois,Marshall County,174,73
17,011,Illinois,Bureau County,017,129,Illinois,Menard County,4,6
17,011,Illinois,Bureau County,017,141,Illinois,Ogle County,33,20
17,011,Illinois,Bureau County,017,143,Illinois,Peoria County,226,72
17,011,Illinois,Bureau County,017,155,Illinois,Putnam County,292,71
17,011,Illinois,Bureau County,017,161,Illinois,Rock Island County,111,37
17,011,Illinois,Bureau County,017,167,Illinois,Sangamon County,12,12
17,011,Illinois,Bureau County,017,175,Illinois,Stark County,82,34
17,011,Illinois,Bureau County,017,179,Illinois,Tazewell County,30,20
17,011,Illinois,Bureau County,017,187,Illinois,Warren County,5,9
17,011,Illinois,Bureau County,017,195,Illinois,Whiteside County,283,58
17,011,Illinois,Bureau County,017,197,Illinois,Will County,65,33
17,011,Illinois,Bureau County,017,201,Illinois,Winnebago County,13,14
17,011,Illinois,Bureau County,017,203,Illinois,Woodford County,9,13
17,011,Illinois,Bureau County,018,057,Indiana,Hamilton County,10,14
17,011,Illinois,Bureau County,018,089,Indiana,Lake County,25,26
17,011,Illinois,Bureau County,018,097,Indiana,Marion County,10,10
17,011,Illinois,Bureau County,018,127,Indiana,Porter County,2,3
17,011,Illinois,Bureau County,019,045,Iowa,Clinton County,2,3
17,011,Illinois,Bureau County,019,061,Iowa,Dubuque County,5,8
17,011,Illinois,Bureau County,019,103,Iowa,Johnson County,25,39
17,011,Illinois,Bureau County,019,139,Iowa,Muscatine County,2,2
17,011,Illinois,Bureau County,019,153,Iowa,Polk County,13,15
17,011,Illinois,Bureau County,019,163,Iowa,Scott County,48,46
17,011,Illinois,Bureau County,022,033,Louisiana,East Baton Rouge Parish,2,3
17,011,Illinois,Bureau County,027,123,Minnesota,Ramsey County,4,6
17,011,Illinois,Bureau County,029,111,Missouri,Lewis County,14,16
17,011,Illinois,Bureau County,031,055,Nebraska,Douglas County,3,6
17,011,Illinois,Bureau County,031,127,Nebraska,Nemaha County,2,3
17,011,Illinois,Bureau County,038,017,North Dakota,Cass County,5,8
17,011,Illinois,Bureau County,040,059,Oklahoma,Harper County,3,5
17,011,Illinois,Bureau County,040,109,Oklahoma,Oklahoma County,3,4
17,011,Illinois,Bureau County,048,439,Texas,Tarrant County,5,5
17,011,Illinois,Bureau County,055,009,Wisconsin,Brown County,20,19
17,011,Illinois,Bureau County,055,025,Wisconsin,Dane County,3,5
17,011,Illinois,Bureau County,,,Other workplace outside of the U.S.,,15,26
17,013,Illinois,Calhoun County,013,067,Georgia,Cobb County,8,10
17,013,Illinois,Calhoun County,013,121,Georgia,Fulton County,3,5
17,013,Illinois,Calhoun County,017,001,Illinois,Adams County,6,8
17,013,Illinois,Calhoun County,017,009,Illinois,Brown County,13,13
17,013,Illinois,Calhoun County,017,013,Illinois,Calhoun County,855,98
17,013,Illinois,Calhoun County,017,043,Illinois,DuPage County,1,2
17,013,Illinois,Calhoun County,017,061,Illinois,Greene County,54,29
17,013,Illinois,Calhoun County,017,063,Illinois,Grundy County,5,8
17,013,Illinois,Calhoun County,017,083,Illinois,Jersey County,233,55
17,013,Illinois,Calhoun County,017,117,Illinois,Macoupin County,2,4
17,013,Illinois,Calhoun County,017,119,Illinois,Madison County,381,61
17,013,Illinois,Calhoun County,017,137,Illinois,Morgan County,16,19
17,013,Illinois,Calhoun County,017,149,Illinois,Pike County,132,52
17,013,Illinois,Calhoun County,017,163,Illinois,St. Clair County,9,13
17,013,Illinois,Calhoun County,029,113,Missouri,Lincoln County,41,32
17,013,Illinois,Calhoun County,029,127,Missouri,Marion County,8,10
17,013,Illinois,Calhoun County,029,163,Missouri,Pike County,21,16
17,013,Illinois,Calhoun County,029,177,Missouri,Ray County,4,7
17,013,Illinois,Calhoun County,029,183,Missouri,St. Charles County,122,45
17,013,Illinois,Calhoun County,029,189,Missouri,St. Louis County,204,55
17,013,Illinois,Calhoun County,029,510,Missouri,St. Louis city,64,30
17,015,Illinois,Carroll County,017,001,Illinois,Adams County,2,4
17,015,Illinois,Carroll County,017,007,Illinois,Boone County,9,10
17,015,Illinois,Carroll County,017,015,Illinois,Carroll County,"3,827",228
17,015,Illinois,Carroll County,017,031,Illinois,Cook County,51,24
17,015,Illinois,Carroll County,017,037,Illinois,DeKalb County,3,4
17,015,Illinois,Carroll County,017,039,Illinois,De Witt County,15,18
17,015,Illinois,Carroll County,017,043,Illinois,DuPage County,2,3
17,015,Illinois,Carroll County,017,085,Illinois,Jo Daviess County,144,51
17,015,Illinois,Carroll County,017,089,Illinois,Kane County,21,27
17,015,Illinois,Carroll County,017,097,Illinois,Lake County,1,2
17,015,Illinois,Carroll County,017,099,Illinois,LaSalle County,2,4
17,015,Illinois,Carroll County,017,103,Illinois,Lee County,123,42
17,015,Illinois,Carroll County,017,111,Illinois,McHenry County,21,22
17,015,Illinois,Carroll County,017,141,Illinois,Ogle County,162,62
17,015,Illinois,Carroll County,017,159,Illinois,Richland County,6,11
17,015,Illinois,Carroll County,017,161,Illinois,Rock Island County,114,51
17,015,Illinois,Carroll County,017,177,Illinois,Stephenson County,597,92
17,015,Illinois,Carroll County,017,179,Illinois,Tazewell County,2,4
17,015,Illinois,Carroll County,017,195,Illinois,Whiteside County,701,106
17,015,Illinois,Carroll County,017,197,Illinois,Will County,1,2
17,015,Illinois,Carroll County,017,201,Illinois,Winnebago County,84,37
17,015,Illinois,Carroll County,017,203,Illinois,Woodford County,2,3
17,015,Illinois,Carroll County,018,089,Indiana,Lake County,3,4
17,015,Illinois,Carroll County,019,045,Iowa,Clinton County,739,114
17,015,Illinois,Carroll County,019,061,Iowa,Dubuque County,43,31
17,015,Illinois,Carroll County,019,097,Iowa,Jackson County,6,10
17,015,Illinois,Carroll County,019,139,Iowa,Muscatine County,3,6
17,015,Illinois,Carroll County,019,163,Iowa,Scott County,38,22
17,015,Illinois,Carroll County,019,181,Iowa,Warren County,3,5
17,015,Illinois,Carroll County,020,041,Kansas,Dickinson County,1,4
17,015,Illinois,Carroll County,029,189,Missouri,St. Louis County,9,14
17,015,Illinois,Carroll County,031,055,Nebraska,Douglas County,8,12
17,015,Illinois,Carroll County,036,081,New York,Queens County,3,6
17,015,Illinois,Carroll County,050,007,Vermont,Chittenden County,9,13
17,015,Illinois,Carroll County,055,027,Wisconsin,Dodge County,2,4
17,015,Illinois,Carroll County,055,043,Wisconsin,Grant County,3,5
17,015,Illinois,Carroll County,055,045,Wisconsin,Green County,11,10
17,015,Illinois,Carroll County,055,137,Wisconsin,Waushara County,2,3
17,017,Illinois,Cass County,005,007,Arkansas,Benton County,3,4
17,017,Illinois,Cass County,013,063,Georgia,Clayton County,2,4
17,017,Illinois,Cass County,013,121,Georgia,Fulton County,3,5
17,017,Illinois,Cass County,017,001,Illinois,Adams County,11,13
17,017,Illinois,Cass County,017,009,Illinois,Brown County,202,67
17,017,Illinois,Cass County,017,017,Illinois,Cass County,"3,777",203
17,017,Illinois,Cass County,017,027,Illinois,Clinton County,8,10
17,017,Illinois,Cass County,017,051,Illinois,Fayette County,14,18
17,017,Illinois,Cass County,017,061,Illinois,Greene County,3,5
17,017,Illinois,Cass County,017,107,Illinois,Logan County,1,4
17,017,Illinois,Cass County,017,109,Illinois,McDonough County,92,51
17,017,Illinois,Cass County,017,113,Illinois,McLean County,10,10
17,017,Illinois,Cass County,017,115,Illinois,Macon County,21,27
17,017,Illinois,Cass County,017,117,Illinois,Macoupin County,9,11
17,017,Illinois,Cass County,017,125,Illinois,Mason County,33,16
17,017,Illinois,Cass County,017,129,Illinois,Menard County,47,23
17,017,Illinois,Cass County,017,137,Illinois,Morgan County,728,120
17,017,Illinois,Cass County,017,143,Illinois,Peoria County,29,22
17,017,Illinois,Cass County,017,149,Illinois,Pike County,10,10
17,017,Illinois,Cass County,017,167,Illinois,Sangamon County,820,120
17,017,Illinois,Cass County,017,169,Illinois,Schuyler County,200,99
17,017,Illinois,Cass County,017,171,Illinois,Scott County,28,23
17,017,Illinois,Cass County,017,179,Illinois,Tazewell County,10,15
17,017,Illinois,Cass County,017,187,Illinois,Warren County,24,22
17,017,Illinois,Cass County,017,191,Illinois,Wayne County,10,21
17,017,Illinois,Cass County,029,045,Missouri,Clark County,3,4
17,017,Illinois,Cass County,029,047,Missouri,Clay County,1,2
17,017,Illinois,Cass County,029,510,Missouri,St. Louis city,6,9
17,017,Illinois,Cass County,051,059,Virginia,Fairfax County,1,4
17,017,Illinois,Cass County,055,079,Wisconsin,Milwaukee County,5,8
17,019,Illinois,Champaign County,004,019,Arizona,Pima County,6,10
17,019,Illinois,Champaign County,005,035,Arkansas,Crittenden County,11,18
17,019,Illinois,Champaign County,006,001,California,Alameda County,3,5
17,019,Illinois,Champaign County,006,037,California,Los Angeles County,11,14
17,019,Illinois,Champaign County,008,041,Colorado,El Paso County,18,28
17,019,Illinois,Champaign County,012,011,Florida,Broward County,1,2
17,019,Illinois,Champaign County,012,071,Florida,Lee County,44,67
17,019,Illinois,Champaign County,017,001,Illinois,Adams County,37,54
17,019,Illinois,Champaign County,017,019,Illinois,Champaign County,"93,463","1,413"
17,019,Illinois,Champaign County,017,027,Illinois,Clinton County,11,17
17,019,Illinois,Champaign County,017,029,Illinois,Coles County,304,110
17,019,Illinois,Champaign County,017,031,Illinois,Cook County,466,133
17,019,Illinois,Champaign County,017,037,Illinois,DeKalb County,5,8
17,019,Illinois,Champaign County,017,039,Illinois,De Witt County,272,94
17,019,Illinois,Champaign County,017,041,Illinois,Douglas County,498,143
17,019,Illinois,Champaign County,017,043,Illinois,DuPage County,177,89
17,019,Illinois,Champaign County,017,045,Illinois,Edgar County,16,10
17,019,Illinois,Champaign County,017,053,Illinois,Ford County,848,212
17,019,Illinois,Champaign County,017,063,Illinois,Grundy County,9,13
17,019,Illinois,Champaign County,017,075,Illinois,Iroquois County,64,38
17,019,Illinois,Champaign County,017,077,Illinois,Jackson County,13,16
17,019,Illinois,Champaign County,017,079,Illinois,Jasper County,14,22
17,019,Illinois,Champaign County,017,089,Illinois,Kane County,53,40
17,019,Illinois,Champaign County,017,091,Illinois,Kankakee County,48,36
17,019,Illinois,Champaign County,017,093,Illinois,Kendall County,7,7
17,019,Illinois,Champaign County,017,097,Illinois,Lake County,21,17
17,019,Illinois,Champaign County,017,105,Illinois,Livingston County,12,16
17,019,Illinois,Champaign County,017,107,Illinois,Logan County,35,40
17,019,Illinois,Champaign County,017,109,Illinois,McDonough County,13,19
17,019,Illinois,Champaign County,017,111,Illinois,McHenry County,12,23
17,019,Illinois,Champaign County,017,113,Illinois,McLean County,706,151
17,019,Illinois,Champaign County,017,115,Illinois,Macon County,379,120
17,019,Illinois,Champaign County,017,117,Illinois,Macoupin County,14,22
17,019,Illinois,Champaign County,017,119,Illinois,Madison County,17,27
17,019,Illinois,Champaign County,017,139,Illinois,Moultrie County,32,27
17,019,Illinois,Champaign County,017,143,Illinois,Peoria County,96,66
17,019,Illinois,Champaign County,017,147,Illinois,Piatt County,380,157
17,019,Illinois,Champaign County,017,159,Illinois,Richland County,5,7
17,019,Illinois,Champaign County,017,161,Illinois,Rock Island County,20,26
17,019,Illinois,Champaign County,017,163,Illinois,St. Clair County,17,25
17,019,Illinois,Champaign County,017,167,Illinois,Sangamon County,146,63
17,019,Illinois,Champaign County,017,175,Illinois,Stark County,6,11
17,019,Illinois,Champaign County,017,177,Illinois,Stephenson County,3,6
17,019,Illinois,Champaign County,017,179,Illinois,Tazewell County,76,60
17,019,Illinois,Champaign County,017,183,Illinois,Vermilion County,"1,160",211
17,019,Illinois,Champaign County,017,189,Illinois,Washington County,3,6
17,019,Illinois,Champaign County,017,195,Illinois,Whiteside County,2,3
17,019,Illinois,Champaign County,017,197,Illinois,Will County,37,49
17,019,Illinois,Champaign County,017,199,Illinois,Williamson County,24,27
17,019,Illinois,Champaign County,017,201,Illinois,Winnebago County,70,60
17,019,Illinois,Champaign County,017,203,Illinois,Woodford County,5,9
17,019,Illinois,Champaign County,018,057,Indiana,Hamilton County,46,72
17,019,Illinois,Champaign County,018,097,Indiana,Marion County,73,78
17,019,Illinois,Champaign County,018,141,Indiana,St. Joseph County,19,29
17,019,Illinois,Champaign County,019,113,Iowa,Linn County,2,3
17,019,Illinois,Champaign County,019,163,Iowa,Scott County,17,27
17,019,Illinois,Champaign County,019,167,Iowa,Sioux County,14,22
17,019,Illinois,Champaign County,024,031,Maryland,Montgomery County,2,7
17,019,Illinois,Champaign County,025,025,Massachusetts,Suffolk County,3,5
17,019,Illinois,Champaign County,026,163,Michigan,Wayne County,2,3
17,019,Illinois,Champaign County,027,075,Minnesota,Lake County,15,24
17,019,Illinois,Champaign County,029,019,Missouri,Boone County,17,21
17,019,Illinois,Champaign County,029,183,Missouri,St. Charles County,20,31
17,019,Illinois,Champaign County,029,189,Missouri,St. Louis County,48,55
17,019,Illinois,Champaign County,029,510,Missouri,St. Louis city,11,19
17,019,Illinois,Champaign County,031,043,Nebraska,Dakota County,4,6
17,019,Illinois,Champaign County,031,055,Nebraska,Douglas County,14,21
17,019,Illinois,Champaign County,036,061,New York,New York County,4,6
17,019,Illinois,Champaign County,036,081,New York,Queens County,11,16
17,019,Illinois,Champaign County,036,103,New York,Suffolk County,7,11
17,019,Illinois,Champaign County,039,057,Ohio,Greene County,3,4
17,019,Illinois,Champaign County,041,039,Oregon,Lane County,7,12
17,019,Illinois,Champaign County,042,019,Pennsylvania,Butler County,15,22
17,019,Illinois,Champaign County,042,095,Pennsylvania,Northampton County,17,27
17,019,Illinois,Champaign County,048,157,Texas,Fort Bend County,14,22
17,019,Illinois,Champaign County,051,107,Virginia,Loudoun County,7,12
17,019,Illinois,Champaign County,055,009,Wisconsin,Brown County,13,21
17,019,Illinois,Champaign County,,,Other workplace outside of the U.S.,,17,20
17,021,Illinois,Christian County,005,041,Arkansas,Desha County,1,2
17,021,Illinois,Christian County,005,119,Arkansas,Pulaski County,9,16
17,021,Illinois,Christian County,006,059,California,Orange County,8,10
17,021,Illinois,Christian County,011,001,District of Columbia,District of Columbia,7,10
17,021,Illinois,Christian County,012,057,Florida,Hillsborough County,6,8
17,021,Illinois,Christian County,013,151,Georgia,Henry County,3,4
17,021,Illinois,Christian County,017,001,Illinois,Adams County,2,4
17,021,Illinois,Christian County,017,017,Illinois,Cass County,3,6
17,021,Illinois,Christian County,017,019,Illinois,Champaign County,26,19
17,021,Illinois,Christian County,017,021,Illinois,Christian County,"8,829",537
17,021,Illinois,Christian County,017,029,Illinois,Coles County,34,26
17,021,Illinois,Christian County,017,031,Illinois,Cook County,24,24
17,021,Illinois,Christian County,017,035,Illinois,Cumberland County,2,4
17,021,Illinois,Christian County,017,043,Illinois,DuPage County,17,19
17,021,Illinois,Christian County,017,049,Illinois,Effingham County,10,12
17,021,Illinois,Christian County,017,051,Illinois,Fayette County,38,42
17,021,Illinois,Christian County,017,089,Illinois,Kane County,4,9
17,021,Illinois,Christian County,017,107,Illinois,Logan County,31,21
17,021,Illinois,Christian County,017,113,Illinois,McLean County,15,16
17,021,Illinois,Christian County,017,115,Illinois,Macon County,"1,635",224
17,021,Illinois,Christian County,017,117,Illinois,Macoupin County,66,41
17,021,Illinois,Christian County,017,119,Illinois,Madison County,19,26
17,021,Illinois,Christian County,017,121,Illinois,Marion County,7,8
17,021,Illinois,Christian County,017,135,Illinois,Montgomery County,343,103
17,021,Illinois,Christian County,017,137,Illinois,Morgan County,7,11
17,021,Illinois,Christian County,017,139,Illinois,Moultrie County,52,30
17,021,Illinois,Christian County,017,143,Illinois,Peoria County,11,18
17,021,Illinois,Christian County,017,149,Illinois,Pike County,6,9
17,021,Illinois,Christian County,017,161,Illinois,Rock Island County,3,5
17,021,Illinois,Christian County,017,163,Illinois,St. Clair County,2,4
17,021,Illinois,Christian County,017,167,Illinois,Sangamon County,"3,158",277
17,021,Illinois,Christian County,017,173,Illinois,Shelby County,477,121
17,021,Illinois,Christian County,017,191,Illinois,Wayne County,4,9
17,021,Illinois,Christian County,017,193,Illinois,White County,3,4
17,021,Illinois,Christian County,029,097,Missouri,Jasper County,9,14
17,021,Illinois,Christian County,029,510,Missouri,St. Louis city,33,23
17,021,Illinois,Christian County,039,095,Ohio,Lucas County,8,14
17,021,Illinois,Christian County,039,113,Ohio,Montgomery County,13,21
17,021,Illinois,Christian County,040,017,Oklahoma,Canadian County,3,4
17,021,Illinois,Christian County,048,201,Texas,Harris County,4,5
17,021,Illinois,Christian County,055,009,Wisconsin,Brown County,2,4
17,021,Illinois,Christian County,055,133,Wisconsin,Waukesha County,6,11
17,023,Illinois,Clark County,017,023,Illinois,Clark County,"4,223",295
17,023,Illinois,Clark County,017,025,Illinois,Clay County,12,18
17,023,Illinois,Clark County,017,029,Illinois,Coles County,300,69
17,023,Illinois,Clark County,017,033,Illinois,Crawford County,388,108
