res_state_fips,res_county_fips,res_state_name,res_county_name,work_state_fips,work_county_fips,work_state_name,work_county_name,workers_N,error
17,139,Illinois,Moultrie County,017,147,Illinois,Piatt County,71,46
17,139,Illinois,Moultrie County,017,163,Illinois,St. Clair County,3,4
17,139,Illinois,Moultrie County,017,167,Illinois,Sangamon County,2,3
17,139,Illinois,Moultrie County,017,173,Illinois,Shelby County,195,92
17,139,Illinois,Moultrie County,017,201,Illinois,Winnebago County,8,14
17,139,Illinois,Moultrie County,019,049,Iowa,Dallas County,14,19
17,139,Illinois,Moultrie County,021,111,Kentucky,Jefferson County,2,4
17,139,Illinois,Moultrie County,042,095,Pennsylvania,Northampton County,3,5
17,139,Illinois,Moultrie County,048,309,Texas,McLennan County,2,3
17,141,Illinois,Ogle County,006,059,California,Orange County,17,24
17,141,Illinois,Ogle County,006,073,California,San Diego County,7,11
17,141,Illinois,Ogle County,009,003,Connecticut,Hartford County,8,12
17,141,Illinois,Ogle County,013,135,Georgia,Gwinnett County,2,4
17,141,Illinois,Ogle County,017,007,Illinois,Boone County,441,127
17,141,Illinois,Ogle County,017,009,Illinois,Brown County,9,14
17,141,Illinois,Ogle County,017,011,Illinois,Bureau County,3,7
17,141,Illinois,Ogle County,017,015,Illinois,Carroll County,126,64
17,141,Illinois,Ogle County,017,019,Illinois,Champaign County,8,13
17,141,Illinois,Ogle County,017,031,Illinois,Cook County,266,104
17,141,Illinois,Ogle County,017,037,Illinois,DeKalb County,"1,936",244
17,141,Illinois,Ogle County,017,043,Illinois,DuPage County,276,96
17,141,Illinois,Ogle County,017,063,Illinois,Grundy County,18,26
17,141,Illinois,Ogle County,017,085,Illinois,Jo Daviess County,2,5
17,141,Illinois,Ogle County,017,089,Illinois,Kane County,292,100
17,141,Illinois,Ogle County,017,091,Illinois,Kankakee County,5,8
17,141,Illinois,Ogle County,017,093,Illinois,Kendall County,10,9
17,141,Illinois,Ogle County,017,095,Illinois,Knox County,23,32
17,141,Illinois,Ogle County,017,097,Illinois,Lake County,13,15
17,141,Illinois,Ogle County,017,099,Illinois,LaSalle County,69,49
17,141,Illinois,Ogle County,017,103,Illinois,Lee County,"1,749",235
17,141,Illinois,Ogle County,017,111,Illinois,McHenry County,60,55
17,141,Illinois,Ogle County,017,141,Illinois,Ogle County,"12,326",578
17,141,Illinois,Ogle County,017,143,Illinois,Peoria County,7,10
17,141,Illinois,Ogle County,017,157,Illinois,Randolph County,8,12
17,141,Illinois,Ogle County,017,161,Illinois,Rock Island County,10,16
17,141,Illinois,Ogle County,017,173,Illinois,Shelby County,4,6
17,141,Illinois,Ogle County,017,177,Illinois,Stephenson County,784,151
17,141,Illinois,Ogle County,017,195,Illinois,Whiteside County,451,123
17,141,Illinois,Ogle County,017,197,Illinois,Will County,74,62
17,141,Illinois,Ogle County,017,201,Illinois,Winnebago County,"5,117",337
17,141,Illinois,Ogle County,018,089,Indiana,Lake County,31,38
17,141,Illinois,Ogle County,018,097,Indiana,Marion County,7,10
17,141,Illinois,Ogle County,018,127,Indiana,Porter County,4,6
17,141,Illinois,Ogle County,018,157,Indiana,Tippecanoe County,3,4
17,141,Illinois,Ogle County,019,045,Iowa,Clinton County,34,24
17,141,Illinois,Ogle County,019,153,Iowa,Polk County,33,38
17,141,Illinois,Ogle County,019,163,Iowa,Scott County,10,10
17,141,Illinois,Ogle County,021,111,Kentucky,Jefferson County,14,20
17,141,Illinois,Ogle County,021,113,Kentucky,Jessamine County,10,15
17,141,Illinois,Ogle County,026,081,Michigan,Kent County,11,13
17,141,Illinois,Ogle County,027,053,Minnesota,Hennepin County,20,26
17,141,Illinois,Ogle County,027,085,Minnesota,McLeod County,7,12
17,141,Illinois,Ogle County,027,163,Minnesota,Washington County,11,17
17,141,Illinois,Ogle County,031,055,Nebraska,Douglas County,30,47
17,141,Illinois,Ogle County,039,095,Ohio,Lucas County,3,4
17,141,Illinois,Ogle County,040,143,Oklahoma,Tulsa County,11,17
17,141,Illinois,Ogle County,048,439,Texas,Tarrant County,3,5
17,141,Illinois,Ogle County,049,035,Utah,Salt Lake County,9,10
17,141,Illinois,Ogle County,051,013,Virginia,Arlington County,15,21
17,141,Illinois,Ogle County,053,005,Washington,Benton County,5,7
17,141,Illinois,Ogle County,055,025,Wisconsin,Dane County,23,23
17,141,Illinois,Ogle County,055,027,Wisconsin,Dodge County,23,25
17,141,Illinois,Ogle County,055,045,Wisconsin,Green County,55,60
17,141,Illinois,Ogle County,055,059,Wisconsin,Kenosha County,40,53
17,141,Illinois,Ogle County,055,063,Wisconsin,La Crosse County,5,7
17,141,Illinois,Ogle County,055,079,Wisconsin,Milwaukee County,17,20
17,141,Illinois,Ogle County,055,105,Wisconsin,Rock County,20,14
17,141,Illinois,Ogle County,055,127,Wisconsin,Walworth County,5,9
17,141,Illinois,Ogle County,055,133,Wisconsin,Waukesha County,31,51
17,143,Illinois,Peoria County,002,090,Alaska,Fairbanks North Star Borough,3,5
17,143,Illinois,Peoria County,004,013,Arizona,Maricopa County,2,3
17,143,Illinois,Peoria County,006,037,California,Los Angeles County,9,15
17,143,Illinois,Peoria County,008,031,Colorado,Denver County,7,10
17,143,Illinois,Peoria County,008,117,Colorado,Summit County,20,33
17,143,Illinois,Peoria County,012,057,Florida,Hillsborough County,8,13
17,143,Illinois,Peoria County,017,007,Illinois,Boone County,22,36
17,143,Illinois,Peoria County,017,011,Illinois,Bureau County,21,21
17,143,Illinois,Peoria County,017,017,Illinois,Cass County,7,10
17,143,Illinois,Peoria County,017,019,Illinois,Champaign County,29,25
17,143,Illinois,Peoria County,017,021,Illinois,Christian County,10,17
17,143,Illinois,Peoria County,017,029,Illinois,Coles County,3,6
17,143,Illinois,Peoria County,017,031,Illinois,Cook County,148,74
17,143,Illinois,Peoria County,017,037,Illinois,DeKalb County,5,9
17,143,Illinois,Peoria County,017,043,Illinois,DuPage County,45,40
17,143,Illinois,Peoria County,017,057,Illinois,Fulton County,279,77
17,143,Illinois,Peoria County,017,073,Illinois,Henry County,41,29
17,143,Illinois,Peoria County,017,077,Illinois,Jackson County,2,4
17,143,Illinois,Peoria County,017,089,Illinois,Kane County,17,26
17,143,Illinois,Peoria County,017,091,Illinois,Kankakee County,4,6
17,143,Illinois,Peoria County,017,095,Illinois,Knox County,283,91
17,143,Illinois,Peoria County,017,097,Illinois,Lake County,5,8
17,143,Illinois,Peoria County,017,099,Illinois,LaSalle County,17,17
17,143,Illinois,Peoria County,017,103,Illinois,Lee County,2,3
17,143,Illinois,Peoria County,017,105,Illinois,Livingston County,13,21
17,143,Illinois,Peoria County,017,107,Illinois,Logan County,108,58
17,143,Illinois,Peoria County,017,109,Illinois,McDonough County,7,10
17,143,Illinois,Peoria County,017,113,Illinois,McLean County,892,224
17,143,Illinois,Peoria County,017,115,Illinois,Macon County,74,67
17,143,Illinois,Peoria County,017,123,Illinois,Marshall County,182,81
17,143,Illinois,Peoria County,017,125,Illinois,Mason County,22,16
17,143,Illinois,Peoria County,017,137,Illinois,Morgan County,16,27
17,143,Illinois,Peoria County,017,143,Illinois,Peoria County,"69,524","1,205"
17,143,Illinois,Peoria County,017,159,Illinois,Richland County,1,3
17,143,Illinois,Peoria County,017,161,Illinois,Rock Island County,92,43
17,143,Illinois,Peoria County,017,163,Illinois,St. Clair County,9,12
17,143,Illinois,Peoria County,017,167,Illinois,Sangamon County,109,50
17,143,Illinois,Peoria County,017,175,Illinois,Stark County,137,58
17,143,Illinois,Peoria County,017,179,Illinois,Tazewell County,"11,041",603
17,143,Illinois,Peoria County,017,181,Illinois,Union County,7,13
17,143,Illinois,Peoria County,017,187,Illinois,Warren County,29,37
17,143,Illinois,Peoria County,017,195,Illinois,Whiteside County,13,22
17,143,Illinois,Peoria County,017,197,Illinois,Will County,3,5
17,143,Illinois,Peoria County,017,201,Illinois,Winnebago County,11,19
17,143,Illinois,Peoria County,017,203,Illinois,Woodford County,558,134
17,143,Illinois,Peoria County,018,011,Indiana,Boone County,10,16
17,143,Illinois,Peoria County,018,039,Indiana,Elkhart County,9,15
17,143,Illinois,Peoria County,018,063,Indiana,Hendricks County,5,8
17,143,Illinois,Peoria County,018,067,Indiana,Howard County,33,34
17,143,Illinois,Peoria County,018,097,Indiana,Marion County,25,33
17,143,Illinois,Peoria County,018,107,Indiana,Montgomery County,4,8
17,143,Illinois,Peoria County,019,061,Iowa,Dubuque County,6,10
17,143,Illinois,Peoria County,019,103,Iowa,Johnson County,22,22
17,143,Illinois,Peoria County,019,123,Iowa,Mahaska County,9,10
17,143,Illinois,Peoria County,019,163,Iowa,Scott County,25,25
17,143,Illinois,Peoria County,019,169,Iowa,Story County,21,23
17,143,Illinois,Peoria County,020,091,Kansas,Johnson County,10,15
17,143,Illinois,Peoria County,026,125,Michigan,Oakland County,9,16
17,143,Illinois,Peoria County,029,169,Missouri,Pulaski County,11,16
17,143,Illinois,Peoria County,034,017,New Jersey,Hudson County,21,24
17,143,Illinois,Peoria County,036,103,New York,Suffolk County,7,11
17,143,Illinois,Peoria County,037,067,North Carolina,Forsyth County,2,5
17,143,Illinois,Peoria County,039,049,Ohio,Franklin County,3,4
17,143,Illinois,Peoria County,039,061,Ohio,Hamilton County,6,9
17,143,Illinois,Peoria County,047,125,Tennessee,Montgomery County,53,86
17,143,Illinois,Peoria County,047,157,Tennessee,Shelby County,11,18
17,143,Illinois,Peoria County,048,439,Texas,Tarrant County,21,24
17,143,Illinois,Peoria County,051,059,Virginia,Fairfax County,9,14
17,143,Illinois,Peoria County,051,650,Virginia,Hampton city,1,3
17,143,Illinois,Peoria County,055,095,Wisconsin,Polk County,15,25
17,143,Illinois,Peoria County,,,Other workplace outside of the U.S.,,14,19
17,145,Illinois,Perry County,012,021,Florida,Collier County,25,29
17,145,Illinois,Perry County,012,086,Florida,Miami-Dade County,6,10
17,145,Illinois,Perry County,017,005,Illinois,Bond County,4,6
17,145,Illinois,Perry County,017,021,Illinois,Christian County,13,19
17,145,Illinois,Perry County,017,027,Illinois,Clinton County,36,29
17,145,Illinois,Perry County,017,031,Illinois,Cook County,9,14
17,145,Illinois,Perry County,017,045,Illinois,Edgar County,4,6
17,145,Illinois,Perry County,017,055,Illinois,Franklin County,191,85
17,145,Illinois,Perry County,017,077,Illinois,Jackson County,915,168
17,145,Illinois,Perry County,017,081,Illinois,Jefferson County,246,79
17,145,Illinois,Perry County,017,119,Illinois,Madison County,59,42
17,145,Illinois,Perry County,017,121,Illinois,Marion County,64,43
17,145,Illinois,Perry County,017,133,Illinois,Monroe County,6,10
17,145,Illinois,Perry County,017,145,Illinois,Perry County,"4,277",317
17,145,Illinois,Perry County,017,157,Illinois,Randolph County,"1,081",195
17,145,Illinois,Perry County,017,163,Illinois,St. Clair County,144,57
17,145,Illinois,Perry County,017,165,Illinois,Saline County,65,50
17,145,Illinois,Perry County,017,167,Illinois,Sangamon County,3,4
17,145,Illinois,Perry County,017,189,Illinois,Washington County,610,161
17,145,Illinois,Perry County,017,199,Illinois,Williamson County,186,69
17,145,Illinois,Perry County,018,089,Indiana,Lake County,7,10
17,145,Illinois,Perry County,020,037,Kansas,Crawford County,4,6
17,145,Illinois,Perry County,020,209,Kansas,Wyandotte County,3,4
17,145,Illinois,Perry County,026,081,Michigan,Kent County,1,3
17,145,Illinois,Perry County,029,029,Missouri,Camden County,2,3
17,145,Illinois,Perry County,029,157,Missouri,Perry County,21,14
17,145,Illinois,Perry County,029,183,Missouri,St. Charles County,29,29
17,145,Illinois,Perry County,029,189,Missouri,St. Louis County,105,53
17,145,Illinois,Perry County,029,510,Missouri,St. Louis city,12,11
17,145,Illinois,Perry County,040,013,Oklahoma,Bryan County,5,9
17,145,Illinois,Perry County,047,037,Tennessee,Davidson County,4,6
17,145,Illinois,Perry County,055,027,Wisconsin,Dodge County,8,14
17,147,Illinois,Piatt County,004,013,Arizona,Maricopa County,3,4
17,147,Illinois,Piatt County,006,073,California,San Diego County,9,12
17,147,Illinois,Piatt County,017,019,Illinois,Champaign County,"3,031",218
17,147,Illinois,Piatt County,017,021,Illinois,Christian County,1,3
17,147,Illinois,Piatt County,017,029,Illinois,Coles County,24,18
17,147,Illinois,Piatt County,017,031,Illinois,Cook County,11,15
17,147,Illinois,Piatt County,017,039,Illinois,De Witt County,192,60
17,147,Illinois,Piatt County,017,041,Illinois,Douglas County,235,63
17,147,Illinois,Piatt County,017,049,Illinois,Effingham County,13,15
17,147,Illinois,Piatt County,017,053,Illinois,Ford County,14,22
17,147,Illinois,Piatt County,017,107,Illinois,Logan County,7,7
17,147,Illinois,Piatt County,017,113,Illinois,McLean County,93,64
17,147,Illinois,Piatt County,017,115,Illinois,Macon County,"1,353",165
17,147,Illinois,Piatt County,017,133,Illinois,Monroe County,12,16
17,147,Illinois,Piatt County,017,139,Illinois,Moultrie County,75,30
17,147,Illinois,Piatt County,017,147,Illinois,Piatt County,"3,166",261
17,147,Illinois,Piatt County,017,167,Illinois,Sangamon County,64,38
17,147,Illinois,Piatt County,017,173,Illinois,Shelby County,8,10
17,147,Illinois,Piatt County,017,179,Illinois,Tazewell County,7,8
17,147,Illinois,Piatt County,017,183,Illinois,Vermilion County,20,20
17,147,Illinois,Piatt County,018,049,Indiana,Fulton County,5,9
17,147,Illinois,Piatt County,036,045,New York,Jefferson County,9,14
17,147,Illinois,Piatt County,048,321,Texas,Matagorda County,6,7
17,147,Illinois,Piatt County,055,035,Wisconsin,Eau Claire County,7,11
17,149,Illinois,Pike County,005,007,Arkansas,Benton County,1,3
17,149,Illinois,Pike County,017,001,Illinois,Adams County,708,122
17,149,Illinois,Pike County,017,009,Illinois,Brown County,274,65
17,149,Illinois,Pike County,017,013,Illinois,Calhoun County,14,14
17,149,Illinois,Pike County,017,017,Illinois,Cass County,63,39
17,149,Illinois,Pike County,017,029,Illinois,Coles County,6,7
17,149,Illinois,Pike County,017,031,Illinois,Cook County,17,17
17,149,Illinois,Pike County,017,033,Illinois,Crawford County,3,4
17,149,Illinois,Pike County,017,041,Illinois,Douglas County,5,8
17,149,Illinois,Pike County,017,043,Illinois,DuPage County,2,3
17,149,Illinois,Pike County,017,057,Illinois,Fulton County,12,14
17,149,Illinois,Pike County,017,061,Illinois,Greene County,60,41
17,149,Illinois,Pike County,017,067,Illinois,Hancock County,2,3
17,149,Illinois,Pike County,017,095,Illinois,Knox County,5,9
17,149,Illinois,Pike County,017,105,Illinois,Livingston County,8,12
17,149,Illinois,Pike County,017,115,Illinois,Macon County,21,21
17,149,Illinois,Pike County,017,125,Illinois,Mason County,3,4
17,149,Illinois,Pike County,017,135,Illinois,Montgomery County,35,48
17,149,Illinois,Pike County,017,137,Illinois,Morgan County,239,81
17,149,Illinois,Pike County,017,149,Illinois,Pike County,"4,472",235
17,149,Illinois,Pike County,017,161,Illinois,Rock Island County,10,14
17,149,Illinois,Pike County,017,167,Illinois,Sangamon County,127,59
17,149,Illinois,Pike County,017,169,Illinois,Schuyler County,1,3
17,149,Illinois,Pike County,017,171,Illinois,Scott County,21,14
17,149,Illinois,Pike County,017,179,Illinois,Tazewell County,11,12
17,149,Illinois,Pike County,017,201,Illinois,Winnebago County,1,3
17,149,Illinois,Pike County,018,097,Indiana,Marion County,11,16
17,149,Illinois,Pike County,019,083,Iowa,Hardin County,5,7
17,149,Illinois,Pike County,019,087,Iowa,Henry County,2,3
17,149,Illinois,Pike County,019,111,Iowa,Lee County,3,4
17,149,Illinois,Pike County,029,007,Missouri,Audrain County,17,20
17,149,Illinois,Pike County,029,077,Missouri,Greene County,2,3
17,149,Illinois,Pike County,029,127,Missouri,Marion County,279,65
17,149,Illinois,Pike County,029,163,Missouri,Pike County,537,138
17,149,Illinois,Pike County,029,173,Missouri,Ralls County,104,48
17,149,Illinois,Pike County,029,183,Missouri,St. Charles County,7,7
17,149,Illinois,Pike County,029,189,Missouri,St. Louis County,14,22
17,149,Illinois,Pike County,029,219,Missouri,Warren County,4,5
17,149,Illinois,Pike County,029,510,Missouri,St. Louis city,24,28
17,149,Illinois,Pike County,040,109,Oklahoma,Oklahoma County,2,3
17,151,Illinois,Pope County,017,003,Illinois,Alexander County,17,22
17,151,Illinois,Pope County,017,019,Illinois,Champaign County,7,10
17,151,Illinois,Pope County,017,059,Illinois,Gallatin County,2,3
17,151,Illinois,Pope County,017,069,Illinois,Hardin County,39,27
17,151,Illinois,Pope County,017,077,Illinois,Jackson County,9,10
17,151,Illinois,Pope County,017,087,Illinois,Johnson County,51,40
17,151,Illinois,Pope County,017,115,Illinois,Macon County,15,19
17,151,Illinois,Pope County,017,127,Illinois,Massac County,142,52
17,151,Illinois,Pope County,017,151,Illinois,Pope County,615,125
17,151,Illinois,Pope County,017,153,Illinois,Pulaski County,4,9
17,151,Illinois,Pope County,017,159,Illinois,Richland County,9,30
17,151,Illinois,Pope County,017,165,Illinois,Saline County,192,78
17,151,Illinois,Pope County,017,199,Illinois,Williamson County,45,34
17,151,Illinois,Pope County,021,145,Kentucky,McCracken County,242,77
17,151,Illinois,Pope County,021,157,Kentucky,Marshall County,21,24
17,151,Illinois,Pope County,026,163,Michigan,Wayne County,6,11
17,151,Illinois,Pope County,029,133,Missouri,Mississippi County,6,7
17,151,Illinois,Pope County,029,510,Missouri,St. Louis city,2,4
17,151,Illinois,Pope County,047,159,Tennessee,Smith County,1,3
17,153,Illinois,Pulaski County,012,057,Florida,Hillsborough County,12,18
17,153,Illinois,Pulaski County,017,003,Illinois,Alexander County,265,75
17,153,Illinois,Pulaski County,017,077,Illinois,Jackson County,48,25
17,153,Illinois,Pulaski County,017,087,Illinois,Johnson County,80,36
17,153,Illinois,Pulaski County,017,127,Illinois,Massac County,125,46
17,153,Illinois,Pulaski County,017,151,Illinois,Pope County,5,8
17,153,Illinois,Pulaski County,017,153,Illinois,Pulaski County,804,116
17,153,Illinois,Pulaski County,017,157,Illinois,Randolph County,1,3
17,153,Illinois,Pulaski County,017,167,Illinois,Sangamon County,10,15
17,153,Illinois,Pulaski County,017,181,Illinois,Union County,161,51
17,153,Illinois,Pulaski County,017,183,Illinois,Vermilion County,4,6
17,153,Illinois,Pulaski County,017,199,Illinois,Williamson County,47,35
17,153,Illinois,Pulaski County,021,007,Kentucky,Ballard County,30,24
17,153,Illinois,Pulaski County,021,083,Kentucky,Graves County,2,3
17,153,Illinois,Pulaski County,021,145,Kentucky,McCracken County,159,54
17,153,Illinois,Pulaski County,029,031,Missouri,Cape Girardeau County,85,40
17,153,Illinois,Pulaski County,029,133,Missouri,Mississippi County,21,21
17,153,Illinois,Pulaski County,029,201,Missouri,Scott County,5,6
17,153,Illinois,Pulaski County,029,510,Missouri,St. Louis city,2,3
17,153,Illinois,Pulaski County,034,039,New Jersey,Union County,2,3
17,155,Illinois,Putnam County,017,011,Illinois,Bureau County,375,72
17,155,Illinois,Putnam County,017,031,Illinois,Cook County,49,30
17,155,Illinois,Putnam County,017,043,Illinois,DuPage County,3,4
17,155,Illinois,Putnam County,017,063,Illinois,Grundy County,5,6
17,155,Illinois,Putnam County,017,091,Illinois,Kankakee County,2,3
17,155,Illinois,Putnam County,017,093,Illinois,Kendall County,2,4
17,155,Illinois,Putnam County,017,097,Illinois,Lake County,2,3
17,155,Illinois,Putnam County,017,099,Illinois,LaSalle County,902,108
17,155,Illinois,Putnam County,017,103,Illinois,Lee County,3,6
17,155,Illinois,Putnam County,017,105,Illinois,Livingston County,24,17
17,155,Illinois,Putnam County,017,113,Illinois,McLean County,1,3
17,155,Illinois,Putnam County,017,115,Illinois,Macon County,3,6
17,155,Illinois,Putnam County,017,123,Illinois,Marshall County,145,58
17,155,Illinois,Putnam County,017,141,Illinois,Ogle County,9,9
17,155,Illinois,Putnam County,017,143,Illinois,Peoria County,104,39
17,155,Illinois,Putnam County,017,155,Illinois,Putnam County,"1,030",134
17,155,Illinois,Putnam County,017,179,Illinois,Tazewell County,27,18
17,155,Illinois,Putnam County,017,195,Illinois,Whiteside County,3,6
17,155,Illinois,Putnam County,017,197,Illinois,Will County,8,8
17,155,Illinois,Putnam County,017,201,Illinois,Winnebago County,3,4
17,155,Illinois,Putnam County,017,203,Illinois,Woodford County,19,19
17,155,Illinois,Putnam County,018,127,Indiana,Porter County,11,13
17,155,Illinois,Putnam County,019,153,Iowa,Polk County,2,3
17,155,Illinois,Putnam County,027,061,Minnesota,Itasca County,2,4
17,155,Illinois,Putnam County,029,510,Missouri,St. Louis city,1,2
17,155,Illinois,Putnam County,039,095,Ohio,Lucas County,2,3
17,157,Illinois,Randolph County,017,025,Illinois,Clay County,2,3
17,157,Illinois,Randolph County,017,027,Illinois,Clinton County,33,37
17,157,Illinois,Randolph County,017,031,Illinois,Cook County,4,6
17,157,Illinois,Randolph County,017,043,Illinois,DuPage County,5,7
17,157,Illinois,Randolph County,017,049,Illinois,Effingham County,7,11
17,157,Illinois,Randolph County,017,051,Illinois,Fayette County,16,24
17,157,Illinois,Randolph County,017,055,Illinois,Franklin County,13,18
17,157,Illinois,Randolph County,017,059,Illinois,Gallatin County,12,16
17,157,Illinois,Randolph County,017,077,Illinois,Jackson County,322,88
17,157,Illinois,Randolph County,017,081,Illinois,Jefferson County,29,23
17,157,Illinois,Randolph County,017,119,Illinois,Madison County,119,55
17,157,Illinois,Randolph County,017,121,Illinois,Marion County,8,14
17,157,Illinois,Randolph County,017,133,Illinois,Monroe County,330,85
17,157,Illinois,Randolph County,017,143,Illinois,Peoria County,12,16
17,157,Illinois,Randolph County,017,145,Illinois,Perry County,144,61
17,157,Illinois,Randolph County,017,157,Illinois,Randolph County,"9,362",441
17,157,Illinois,Randolph County,017,163,Illinois,St. Clair County,"1,140",194
17,157,Illinois,Randolph County,017,165,Illinois,Saline County,7,8
17,157,Illinois,Randolph County,017,167,Illinois,Sangamon County,2,4
17,157,Illinois,Randolph County,017,189,Illinois,Washington County,307,113
17,157,Illinois,Randolph County,017,199,Illinois,Williamson County,58,46
17,157,Illinois,Randolph County,018,057,Indiana,Hamilton County,9,11
17,157,Illinois,Randolph County,020,209,Kansas,Wyandotte County,2,4
17,157,Illinois,Randolph County,021,145,Kentucky,McCracken County,20,20
17,157,Illinois,Randolph County,024,005,Maryland,Baltimore County,2,2
17,157,Illinois,Randolph County,029,031,Missouri,Cape Girardeau County,42,54
17,157,Illinois,Randolph County,029,069,Missouri,Dunklin County,21,33
17,157,Illinois,Randolph County,029,099,Missouri,Jefferson County,33,35
17,157,Illinois,Randolph County,029,157,Missouri,Perry County,564,179
17,157,Illinois,Randolph County,029,183,Missouri,St. Charles County,35,35
17,157,Illinois,Randolph County,029,186,Missouri,Ste. Genevieve County,60,34
17,157,Illinois,Randolph County,029,189,Missouri,St. Louis County,276,72
17,157,Illinois,Randolph County,029,510,Missouri,St. Louis city,339,97
17,157,Illinois,Randolph County,039,049,Ohio,Franklin County,7,12
17,157,Illinois,Randolph County,048,049,Texas,Brown County,8,12
17,159,Illinois,Richland County,017,025,Illinois,Clay County,337,104
17,159,Illinois,Richland County,017,029,Illinois,Coles County,29,28
17,159,Illinois,Richland County,017,031,Illinois,Cook County,8,12
17,159,Illinois,Richland County,017,033,Illinois,Crawford County,61,60
17,159,Illinois,Richland County,017,047,Illinois,Edwards County,218,82
17,159,Illinois,Richland County,017,049,Illinois,Effingham County,71,45
17,159,Illinois,Richland County,017,055,Illinois,Franklin County,18,21
17,159,Illinois,Richland County,017,059,Illinois,Gallatin County,1,3
17,159,Illinois,Richland County,017,065,Illinois,Hamilton County,10,14
17,159,Illinois,Richland County,017,079,Illinois,Jasper County,179,82
17,159,Illinois,Richland County,017,081,Illinois,Jefferson County,27,28
17,159,Illinois,Richland County,017,091,Illinois,Kankakee County,10,18
17,159,Illinois,Richland County,017,101,Illinois,Lawrence County,406,120
17,159,Illinois,Richland County,017,119,Illinois,Madison County,37,32
17,159,Illinois,Richland County,017,121,Illinois,Marion County,9,14
17,159,Illinois,Richland County,017,159,Illinois,Richland County,"5,386",319
17,159,Illinois,Richland County,017,183,Illinois,Vermilion County,4,6
17,159,Illinois,Richland County,017,185,Illinois,Wabash County,45,30
17,159,Illinois,Richland County,017,191,Illinois,Wayne County,77,40
17,159,Illinois,Richland County,017,193,Illinois,White County,39,54
17,159,Illinois,Richland County,017,199,Illinois,Williamson County,2,3
17,159,Illinois,Richland County,018,027,Indiana,Daviess County,14,23
17,159,Illinois,Richland County,018,051,Indiana,Gibson County,58,40
17,159,Illinois,Richland County,018,083,Indiana,Knox County,89,43
17,159,Illinois,Richland County,018,089,Indiana,Lake County,10,15
17,159,Illinois,Richland County,018,163,Indiana,Vanderburgh County,8,10
17,159,Illinois,Richland County,018,167,Indiana,Vigo County,20,21
17,159,Illinois,Richland County,028,049,Mississippi,Hinds County,19,30
17,159,Illinois,Richland County,029,510,Missouri,St. Louis city,6,9
17,161,Illinois,Rock Island County,017,011,Illinois,Bureau County,3,5
17,161,Illinois,Rock Island County,017,015,Illinois,Carroll County,43,46
17,161,Illinois,Rock Island County,017,019,Illinois,Champaign County,3,4
17,161,Illinois,Rock Island County,017,031,Illinois,Cook County,69,49
17,161,Illinois,Rock Island County,017,039,Illinois,De Witt County,13,24
17,161,Illinois,Rock Island County,017,043,Illinois,DuPage County,8,14
17,161,Illinois,Rock Island County,017,071,Illinois,Henderson County,6,11
17,161,Illinois,Rock Island County,017,073,Illinois,Henry County,837,150
17,161,Illinois,Rock Island County,017,085,Illinois,Jo Daviess County,2,4
17,161,Illinois,Rock Island County,017,095,Illinois,Knox County,43,36
17,161,Illinois,Rock Island County,017,097,Illinois,Lake County,8,19
17,161,Illinois,Rock Island County,017,099,Illinois,LaSalle County,2,3
17,161,Illinois,Rock Island County,017,103,Illinois,Lee County,36,36
17,161,Illinois,Rock Island County,017,113,Illinois,McLean County,12,19
17,161,Illinois,Rock Island County,017,115,Illinois,Macon County,19,22
17,161,Illinois,Rock Island County,017,119,Illinois,Madison County,17,31
17,161,Illinois,Rock Island County,017,131,Illinois,Mercer County,193,78
17,161,Illinois,Rock Island County,017,141,Illinois,Ogle County,48,49
17,161,Illinois,Rock Island County,017,143,Illinois,Peoria County,72,50
17,161,Illinois,Rock Island County,017,159,Illinois,Richland County,1,2
17,161,Illinois,Rock Island County,017,161,Illinois,Rock Island County,"49,310","1,028"
17,161,Illinois,Rock Island County,017,167,Illinois,Sangamon County,28,33
17,161,Illinois,Rock Island County,017,171,Illinois,Scott County,8,13
17,161,Illinois,Rock Island County,017,175,Illinois,Stark County,36,51
17,161,Illinois,Rock Island County,017,179,Illinois,Tazewell County,51,46
17,161,Illinois,Rock Island County,017,187,Illinois,Warren County,250,114
17,161,Illinois,Rock Island County,017,191,Illinois,Wayne County,9,15
17,161,Illinois,Rock Island County,017,195,Illinois,Whiteside County,144,66
17,161,Illinois,Rock Island County,017,197,Illinois,Will County,6,8
17,161,Illinois,Rock Island County,018,039,Indiana,Elkhart County,10,16
17,161,Illinois,Rock Island County,018,075,Indiana,Jay County,37,61
17,161,Illinois,Rock Island County,018,093,Indiana,Lawrence County,3,8
17,161,Illinois,Rock Island County,019,013,Iowa,Black Hawk County,3,5
17,161,Illinois,Rock Island County,019,031,Iowa,Cedar County,22,23
17,161,Illinois,Rock Island County,019,045,Iowa,Clinton County,140,68
17,161,Illinois,Rock Island County,019,049,Iowa,Dallas County,12,18
17,161,Illinois,Rock Island County,019,057,Iowa,Des Moines County,38,35
17,161,Illinois,Rock Island County,019,059,Iowa,Dickinson County,6,7
17,161,Illinois,Rock Island County,019,061,Iowa,Dubuque County,6,8
17,161,Illinois,Rock Island County,019,087,Iowa,Henry County,14,20
17,161,Illinois,Rock Island County,019,095,Iowa,Iowa County,2,7
17,161,Illinois,Rock Island County,019,097,Iowa,Jackson County,11,19
17,161,Illinois,Rock Island County,019,101,Iowa,Jefferson County,2,4
