sampno,SUBREGCluster_balanced_weight
20000083,898.2224644520209
20000136,639.9998759528022
20000228,119.07806136688234
20000248,659.9998447519954
20000300,70.40338261822029
20000412,639.791471134874
20000471,118.94504876823505
20000589,217.6219674257372
20000752,659.9998094159673
20000894,118.71710761740228
20000999,118.69108770204599
20001025,70.40191232650446
20001516,101.706665586977
20001619,130.84161842253656
20001880,103.18417342275963
20001882,126.87570947736263
20001889,525.6448510798368
20001965,118.72761947363198
20002017,72.66801885109022
20002218,118.8063322809951
20002266,72.8254297102651
20002368,1644.1289413315458
20002411,73.06563746081457
20002535,72.56298186321239
20002650,70.42403810700671
20002772,72.56759659313094
20002935,100.47217972835041
20003187,70.79747584630437
20003264,130.68955665080082
20003341,102.39004140123004
20003355,116.85389601292061
20003387,61.90629278646121
20003484,102.69330341636227
20003623,638.3605126940067
20003658,470.7138244307452
20003716,1634.997693053973
20003738,93.79364746778774
20003996,557.9118266126355
20004042,61.476413779301076
20004111,118.87522912466747
20004180,812.0025304153755
20004206,91.75130499780549
20004260,60.470897498749295
20004327,68.7943987552991
20004358,70.40191012556251
20004409,112.04674352840907
20004536,470.7138244307452
20004710,62.770590888460084
20005186,1729.484115293523
20005306,899.616393027502
20005317,93.79019083276367
20005351,122.9992800408031
20005375,62.57661834645004
20005405,112.16334177809843
20005532,548.8473074097027
20005565,182.41751023171167
20005726,639.1049110302745
20006081,100.82076907023729
20006140,72.87480015829206
20006145,72.56296772120483
20007641,369.81431825551755
30000321,359.8090252910871
30000325,144.12992432529296
30000481,554.9069657935582
30000584,70.41382910829303
30000598,119.12075768854343
30000603,70.40192225181337
30000618,548.8473074097027
30000642,70.40190893896059
30000646,102.09339912121807
30000786,639.9998615196232
30000842,111.49690620875225
30000844,70.40190743875357
30000926,70.40190517392763
30000973,659.9998719731263
30001027,118.69108770506895
30001049,70.40190913107422
30001068,1744.8821403942072
30001090,72.5629688597528
30001108,635.4552953826151
30001193,101.39992722393355
30001248,182.05431750979446
30001289,191.95501386990256
30001293,72.56296948302183
30001333,76.40212291540864
30001371,101.2731835254509
30001443,72.56879907068418
30001444,77.78157774359845
30001467,72.56297344175421
30001542,72.71483292754505
30001638,118.69226522385186
30001842,112.22857464723135
30001897,101.10865203718306
30001907,656.7687106334379
30001917,194.2824643366814
30002054,118.93536356728083
30002067,72.8254297102651
30002089,1744.3853715277605
30002090,72.5692636301628
30002095,70.40192673390541
30002106,72.56297065375921
30002217,1739.5839417030343
30002280,619.2608743392639
30002447,118.9214559547626
30002464,118.77501296087252
30002518,70.40191097355756
30002526,72.56297235599779
30002561,114.05428034975628
30002684,978.4470323585148
30002699,201.43828365530985
30002700,65.90854054999024
30002714,659.9997367523422
30002824,628.3913332477458
30002916,119.65368711895091
30002933,183.7909685239327
30003029,1076.0323087899876
30003044,1078.9647474000715
30003336,118.92397575345814
30003366,638.8764137526638
30003374,74.14354947771437
30003408,1527.82939841753
30003463,70.40190715663292
30003490,110.7514283643524
30003597,192.22130646832727
30003614,70.40190581753058
30003632,72.1996769375009
30003695,70.40191464185018
30003736,658.2833080446209
30003777,70.40191163992202
30003805,118.73247663391659
30003949,194.83180120514135
30003960,639.9509513985254
30003980,72.56296804783287
30004003,70.4019341988073
30004014,638.2232185354848
30004060,70.58186696634397
30004077,285.33350053656693
30004145,70.41078400832775
30004216,1078.3334549294939
30004239,70.401906685091
30004261,70.50985712188185
30004282,659.3952493499365
30004370,904.1451159510027
30004389,504.8290828707264
30004407,72.5629791250277
30004476,191.91768102051373
30004480,191.9193591248858
30004573,183.83490745500123
30004598,189.6847250477823
30004621,638.104587056
30004766,910.7440849594873
30004791,280.9365620895862
30004919,191.9636792815981
30004930,1744.8350513130422
30005007,102.78571242238665
30005156,70.40692672852032
30005177,118.724251567977
30005313,912.990053802737
30005363,634.6699865217665
30005383,1042.3572706548941
30005622,1048.6842676215972
30005665,1643.449472506491
30005688,1744.8821403942072
30005724,1078.9900304624384
30005737,1744.890600156448
30005783,72.56297811003822
30005804,659.9998555260261
30005864,1593.7992509402632
30005910,70.4019287232818
30005922,70.40190252343596
30005927,634.7381409456053
30005931,636.4472697777609
30005956,72.6495794337002
30006014,639.9998896817045
30006046,71.21026810147828
30006139,70.40909669700255
30006178,101.19770102599826
30006190,659.9997615604152
30006228,72.56297777450492
30006255,118.7543721075075
30006322,280.9365620895862
30006366,70.40190838472581
30006408,100.47389703249868
30006468,118.89639954890217
30006519,193.9198568948869
30006537,70.43586509267051
30006558,630.9646676601013
30006601,101.79424860571831
30006662,81.25397682672106
30006808,71.44960945344359
30006886,639.9962883580077
30006991,70.40191265607547
30007131,72.56602092640146
30007142,639.3272091366821
30007211,114.19125352034078
30007281,118.69163125822796
30007326,71.25586631938272
30007333,61.418852322507774
30007392,193.02846033545435
30007412,111.49690620875225
30007447,61.416356927336444
30007462,295.631442186546
30007530,405.72046539419364
30007532,1047.8382354695975
30007584,72.0827813502151
30007629,557.8641743505817
30007686,99.51862730394426
30007706,144.12992432529296
30007735,94.85993667366957
30007741,112.53701447825678
30007752,450.0302159808369
30007777,61.603561353546894
30007861,893.5945836697143
30007875,556.2610719167814
30007944,206.57955788419784
30007959,60.47610300455486
30007995,96.73906695713757
30007997,118.84979173386908
30008009,126.66626871823675
30008058,250.28845781345018
30008153,991.2788741604678
30008166,98.24954692454698
30008173,62.96641646470491
30008190,60.47858094372676
30008281,759.34571142032
30008318,101.47393464476109
30008346,587.2717220540336
30008365,73.63700693978356
30008429,912.8214765826641
30008618,99.36350074458304
30008673,216.2931562057575
30008684,167.15312282467667
30008769,912.9887230981653
30008847,101.35401810536919
30008969,1313.3798787099417
30008971,97.71754768618902
30009012,366.9015792938849
30009021,911.9078376186411
30009087,68.79309952305454
30009138,901.0588173753732
30009179,1007.9926218903745
30009224,60.47081434009436
30009233,71.38905835797596
30009239,639.9997612335985
30009251,118.75962311242401
30009259,63.30082168449196
30009282,849.9913547589358
30009311,639.9998831791637
30009360,336.15287884309635
30009382,94.11841823849798
30009396,100.49820390799674
30009467,113.37247943726177
30009593,212.64339743551724
30009631,659.9999998478542
30009663,306.93824431004026
30009712,520.0296495084318
30009723,101.0465528623781
30009851,101.4402238172507
30009874,912.9950160159012
30009888,550.8720797925797
30009905,510.09178296963177
30009945,70.68361389089151
30009962,630.3882428300143
30009996,62.19686266195783
30010103,85.60468817509384
30010174,126.51125107795924
30010231,120.98641099369966
30010281,70.4019212825102
30010317,103.7104629775398
30010334,61.41150098823876
30010354,548.8473074097027
30010381,1007.9979284773541
30010414,100.82076907023729
30010431,62.6327810101256
30010446,62.48650396743888
30010468,435.59554897546286
30010549,112.33285317239672
30010699,910.5053682036122
30010703,503.5774540176598
30010717,898.4941183445316
30010719,549.9999784380083
30010739,221.1181175912897
30010763,100.89007885954311
30010796,656.555654461971
30010862,283.12546246231943
30010924,111.27095797441699
30010933,94.99748779347553
