sampno,SUBREGCluster_balanced_weight
30010963,70.40192140371268
30010974,100.47205104510853
30010997,549.7129064118411
30011071,101.1289051193629
30011078,101.86733205289983
30011097,183.69135879046107
30011122,622.717668477665
30011170,624.9632528674789
30011270,183.0942345644419
30011321,111.23140662810387
30011370,200.9502896893227
30011455,531.2430936526665
30011490,119.99918981457947
30011518,622.9570831848704
30011584,510.09178296963177
30011628,183.13558772134616
30011706,112.47721120211597
30011753,158.97804507025114
30011759,911.5568600682375
30011805,60.98448029452103
30011825,97.14256840032738
30011829,61.57316946669146
30011844,99.33215786836733
30011911,111.39168720329825
30011962,61.67798378493692
30011985,64.46264325164638
30011987,74.10948490650402
30012011,158.12458988327728
30012018,183.76779932579092
30012023,659.9999533214993
30012088,659.9999348549982
30012116,95.35378383979013
30012243,549.9999770233618
30012302,549.9916996977312
30012316,306.93824431004026
30012412,657.5138481872324
70000026,639.9998668894207
70000027,72.87882511158652
70000032,70.40190797689695
70000039,72.56297138287313
70000048,183.12360703488451
70000050,191.94600357211118
70000051,102.70852514424986
70000052,72.5706873167814
70000054,102.100831625763
70000057,119.28111495501336
70000060,70.40190915253505
70000062,72.57574602723655
70000065,100.54357229149763
70000069,192.13105932448974
70000073,280.9365620895862
70000079,201.6701472799347
70000080,70.45367531082366
70000081,73.66750880882464
70000082,96.56434705440374
70000086,77.7779661021523
70000091,72.56296819141768
70000098,549.9850825185334
70000103,70.77249264313282
70000104,582.0557625965108
70000108,72.58048489040526
70000110,70.40191920783423
70000114,659.9999052252226
70000116,510.30808668357463
70000119,191.9462548406602
70000120,72.82720663481659
70000125,161.71670159484106
70000131,66.19904207905147
70000135,94.31292695762355
70000144,100.64460548156714
70000145,72.56297526621458
70000151,94.4404557624386
70000157,1078.9779112217889
70000158,70.40190860112848
70000161,818.4813661635119
70000164,167.53874438330678
70000180,70.40190691662735
70000181,303.477789915869
70000194,202.55356639593984
70000196,70.44679709094025
70000204,192.9562170192658
70000227,117.39924237839716
70000230,103.49494829914939
70000261,74.02479918919067
70000277,181.75875482439204
70000279,70.40192226557102
70000302,61.812798554307236
70000377,508.9832217326538
70000381,72.5629768279592
70000408,96.22331814206844
70000416,70.40190862800601
70000426,63.29642058561487
70000439,72.71754025705464
70000484,110.8784766881278
70000485,70.40561183489189
70000488,67.22887251476138
70000513,72.56298688545168
70000546,96.82145773912839
70000553,115.84464034817708
70000562,111.4519595943408
70000567,1007.9452658831605
70000631,196.56001237966947
70000674,192.06627812339335
70000776,193.99996432411254
70000781,196.87068873955474
70000852,1663.509920058246
70000881,72.5629757946667
70000887,70.34695822491476
70000906,1736.4723239057712
70000945,77.59491247406359
70000954,93.79098452956566
70000973,72.66504257885903
70000987,62.17663259228713
70001004,70.40190637220826
70001029,73.46191593666835
70001046,191.91759531244298
70001065,640.3845839198053
70001071,64.17858317368744
70001090,68.79460297896956
70001136,191.964894007174
70001139,100.4717614766636
70001171,63.57010469909665
70001200,639.9992896249116
70001234,60.5679478225757
70001308,72.95724253341083
70001383,261.51964483091956
70001392,1731.3237460719433
70001411,66.46941914606772
70001417,191.92714322682235
70001455,72.58521265265912
70001480,659.9998447033674
70001502,70.4019136238895
70001507,108.32725868967239
70001515,649.4695560798556
70001537,70.40192082434638
70001575,192.33268140148422
70001578,191.9231888344839
70001595,1732.9818000442226
70001630,90.42181607354927
70001677,236.15064602075591
70001698,205.9946031611451
70001710,852.99012010831
70001718,72.56748188840108
70001719,61.482097755154314
70001737,1744.564703201694
70001750,192.38706836258345
70001763,385.79746488910735
70001777,827.5846183670723
70001790,193.6337967294167
70001804,215.89690354701045
70001846,767.426285245955
70001867,192.03411030231598
70001896,95.38684317563671
70001899,96.66442080673949
70001906,659.9998364034828
70001908,1003.2698095866696
70001911,61.894874426505346
70001912,70.40190713289392
70001913,157.37929487491238
70001914,70.40192389507229
70001915,68.7937925623524
70001922,96.43609221712842
70001923,100.47177045697946
70001924,61.66908437490775
70001927,639.9997061392766
70001928,998.8102848550125
70001932,72.57701251474684
70001965,70.40191038631424
70001966,601.0686932872222
70001970,101.95182991658663
70001974,74.38647984825472
70001975,70.40192042317868
70001978,70.40190763642599
70002003,72.56296906981486
70002009,72.56297046412344
70002013,70.40702754953527
70002021,102.627342181434
70002026,823.8013996857517
70002028,651.5674444574199
70002030,124.19792812230799
70002032,70.40210781331484
70002037,72.56298437110529
70002039,70.4020226344217
70002040,70.8318091188425
70002051,72.56296829936373
70002069,73.86184788344818
70002070,72.5629676938768
70002090,72.56297483931215
70002093,60.97376709109068
70002096,72.56299108143783
70002100,117.70072082460636
70002107,93.79811529252217
70002109,101.0567268502251
70002110,109.33913311588198
70002122,72.66890415676282
70002127,70.40193922014528
70002131,882.377595028756
70002171,107.05208668885187
70002175,100.94333040012022
70002226,70.40191906545661
70002227,72.65632841696537
70002230,132.07035218866181
70002231,72.91252521304216
70002232,73.03985621877898
70002250,70.40574541525675
70002253,72.5629712208384
70002254,109.72849862306617
70002260,755.665020560014
70002268,825.0702757363159
70002273,62.80156511230519
70002275,70.4019258152891
70002276,100.47182527182122
70002284,97.34142085925153
70002291,100.9891911445867
70002294,73.2551873588213
70002349,94.45194105765906
70002355,72.56609730961688
70002359,70.4019183901442
70002360,63.01335374997054
70002361,70.40190440420908
70002372,61.41756286272355
70002373,639.8408803242654
70002384,72.17272177889537
70002390,100.4733927276698
70002391,72.56297919754545
70002410,70.40949078668346
70002413,72.56297400300619
70002414,70.4072417135495
70002416,109.39649535210712
70002421,181.71504310213558
70002430,72.57310410553445
70002436,109.0797620635434
70002468,70.46929848138774
70002480,623.715456418976
70002481,275.00043434194083
70002484,274.1033306731773
70002486,68.85642236547652
70002487,100.47245680445997
70002500,192.53657000166834
70002501,543.2018286016512
70002511,302.1690893750169
70002513,639.4840566589442
70002527,73.63585918292429
70002540,200.44517774579654
70002549,366.40727804219296
70002550,655.9001710125386
70002564,1007.450167031878
70002572,190.19171226232828
70002615,70.89188049031894
70002627,639.9665098840832
70002636,659.9998317527655
70002667,103.09504515464587
70002674,70.40193545708294
70002685,100.47163894255081
70002708,191.94705649855948
70002709,639.9998396757385
70002713,70.40192105752836
70002721,100.48456083779692
70002743,186.4155427938626
70002746,635.1583208416146
70002750,72.75280319544784
70002753,166.15689111682755
70002758,633.2805124874209
70002759,70.40191987642088
70002765,70.77039486407249
70002802,99.6645927282777
70002803,118.7123994041865
70002804,102.27584486050002
70002816,70.40190712349468
70002828,326.1053608292154
70002838,72.68939625881397
70002841,96.27625700173513
70002843,70.81350146110154
70002859,70.40289413506227
70002863,429.37712605899594
70002864,70.40193916862084
70002865,1078.8026499035755
70002870,101.75362630170162
70002872,509.12513749614675
70002877,1651.9555845988477
70002878,1007.9953682318189
70002879,62.33279105484009
70002883,102.29438285583
70002884,910.7349252212126
70002885,104.18659410218359
70002886,100.47973370052634
70002887,659.9998812817689
70002889,100.47175014067143
70002891,380.29268171558846
70002899,78.65544299423668
70002905,94.37419793274348
70002910,70.40828044771007
70002911,111.08455702725162
70002913,70.40191163027384
70002914,636.2432051523386
70002915,100.56813554699106
70002917,93.79285776779192
70002918,101.88370532306523
70002920,72.66566862370513
70002924,639.9665098840832
70002925,658.9008823703539
70002927,62.44024475764902
70002928,102.07352377772601
70002929,95.52256567167284
70002933,211.39228238972322
70002934,98.17810706248292
70002935,657.3321967835493
70002936,192.66375926840723
70002937,100.47203860033498
70002938,1078.9758972052246
70002939,542.5183909516985
70002940,659.99980088976
70002941,70.4055381019057
70002943,75.65253929841514
70002953,318.4967748095772
70002956,899.4620435053118
70002957,119.81772690367076
70002958,71.5652413264813
70002961,72.86386249692075
70002962,96.9032116629218
70002963,1675.0184861403518
70002966,289.3073370147759
70002969,1593.1262192691693
70002971,118.85563829556716
70002972,185.28844627258238
70002973,111.85615792886709
70002975,827.5919210941695
70002976,178.95639680463995
70002978,61.43051111950693
70002979,892.1243169448197
70002981,192.70315258952647
70002982,912.9964252413874
70002983,70.40194419058942
70002985,100.47235894880234
70002988,98.0396742204
70002989,549.9912323322009
70002993,102.0734398280765
70002995,72.56297080914813
70002997,897.4791541025713
70003000,70.83435563830606
70003001,1671.1533782454917
70003002,903.8084886801452
70003005,160.57817030625267
70003007,634.6493191524565
70003008,182.13719637284123
70003009,113.22890382686754
70003010,192.29806601619194
70003015,738.1206127247139
70003016,192.15659734252026
70003017,113.22890382686754
70003018,149.41358866060915
70003019,95.9361545769646
70003021,74.93902762626466
70003024,95.51370412124234
70003025,61.39978845051014
70003026,181.71490643374057
70003027,659.9999361895775
70003028,624.0929084214241
70003032,112.99229980040086
70003036,855.2444547092788
70003038,557.912154794984
70003040,62.1036825290977
70003041,93.79181264224664
70003042,102.93061296367607
70003043,101.26942188295672
70003047,638.3815958953122
70003048,1716.5177994633766
70003049,905.308700444942
70003050,659.9997623288069
70003052,62.477328241578135
70003053,70.40192042317868
70003058,70.84156192687088
70003059,1060.8796114678557
70003060,103.90272778576758
70003062,63.09276851962572
70003064,100.4729175891588
70003067,624.9968926971736
70003072,73.41389429276332
70003075,598.3037204404897
70003076,184.9020017199014
70003078,93.79284264141245
70003079,899.9067332811685
70003083,100.48521154090913
70003087,280.9365620895862
70003088,638.7378416588505
70003089,112.00415929684127
70003092,118.89242623852637
70003095,1648.5439405722366
70003098,94.56145414567658
70003099,101.26888531934733
70003101,554.9680741809764
70003103,1441.6192833718371
70003109,72.56297864648712
70003110,100.4799151560498
70003113,1004.6510341666549
70003116,396.19505385021165
70003118,100.8447716218382
70003119,652.7674393433242
70003125,183.0362429357412
70003130,71.25070842611514
70003133,192.68293719290023
70003135,93.93593683899987
70003136,68.79589907861647
70003139,100.82076907023729
70003141,118.89783877673027
70003142,659.999980012923
70003145,890.0521396509333
70003146,141.27556773485486
70003150,74.01331434709863
70003152,101.3657650597427
70003155,101.5569051521122
70003156,74.30070747071574
70003157,638.6783544496654
70003160,263.58838763320676
70003161,120.58295336100004
70003162,70.51618972376686
70003163,101.05739486336286
70003164,217.6219674257372
70003165,85.60468817509384
70003170,195.11774705867853
70003171,813.0508733845955
70003172,61.555956179576455
70003174,70.47841050282496
70003175,94.72035646005035
70003177,74.14419870025539
70003179,112.30509230237338
70003181,110.87538276327716
70003182,62.323399388259254
70003186,65.99128473130935
70003187,198.62631866215068
70003189,70.40190525967307
70003190,546.1841340893328
70003191,639.7288348409813
70003196,70.40191940548534
70003198,112.21427750594128
70003202,659.9997914605011
70003204,912.9935761589201
70003205,70.40192628771932
70003207,61.521510472916255
70003208,73.36268547070271
70003211,102.71162133259283
70003212,184.83149118386453
70003213,100.47146793325592
70003214,529.5457757609482
70003215,658.311055137337
70003216,72.95575371436192
70003218,94.97577602952512
70003224,639.9305419269716
70003225,70.5503566153274
70003226,107.19354367992852
70003227,191.9380642863018
70003229,85.95998272637709
70003235,235.51026303771567
70003236,70.40193258898033
70003238,182.93516854426835
70003239,68.85471451105336
70003241,100.94159666558103
70003244,101.03841896660784
70003245,72.56555899786538
70003247,191.96249127537612
70003248,69.3718978617905
70003251,184.57709396344475
70003252,64.75148630691692
70003253,101.26374724037532
70003254,101.0042478371541
70003255,96.48939679492754
70003256,130.72901212917654
70003258,65.57539156209774
70003264,627.8757311377769
70003265,945.2285383019073
70003270,782.3720133866591
70003271,181.73907832390208
70003273,886.6580540807821
70003276,200.68154708898982
70003283,70.60863997156046
70003285,1651.9812086423472
70003290,93.79285776779192
70003292,537.515542608145
70003295,659.9998459087766
70003296,61.75294362443949
70003300,649.6431710064784
70003301,64.54455366395007
70003302,100.47165064663803
70003303,102.5220741820206
70003306,72.56296956671522
70003308,112.4183015981371
70003309,64.46264325164638
70003310,93.79295421761834
70003311,61.41764888296806
70003314,480.8204499019279
70003316,62.40875265115197
70003318,110.88736998308372
70003319,70.40191756375461
70003321,62.05578042715811
70003322,101.4659342982527
70003329,639.8660509450568
70003332,141.27556773485486
70003338,306.93824431004026
70003341,60.470760890851174
70003344,70.40190810411565
70003345,172.1424694250227
70003348,68.79365047801892
70003349,1611.1837219097242
70003350,852.4915413648696
70003351,110.97020133023953
70003352,97.63684943977603
70003354,114.52777849422247
70003356,70.40191011021321
70003359,68.82319145279477
70003361,839.0344973641285
70003362,65.23332676775695
70003363,70.40190892799566
70003366,192.72502758953718
70003369,638.5868478770313
70003370,100.4714591401137
70003373,117.0217749581224
70003375,1492.580322901117
70003376,95.88446170377004
70003378,101.57213524720521
70003380,185.2142060641623
70003382,909.6984043109649
70003386,112.09020583448893
70003389,886.6580540807821
70003395,103.14547092454485
70003398,101.97745541644579
70003400,74.42183804807493
70003403,189.5194479386537
70003404,70.40191636441304
70003405,101.4857117242829
70003411,191.9427817410647
70003417,195.56269612455986
70003418,659.9998080788849
70003420,512.8976642397043
70003421,100.47209167746085
70003427,70.4019058456914
70003431,201.00213999379295
70003437,1077.1100390995791
70003438,77.6499070104723
70003441,181.88311724072426
70003442,70.40192147852385
70003445,78.38265596241176
70003446,102.77390207204704
70003449,127.3719917105807
70003450,101.65329297159941
70003452,62.154388534295094
70003453,244.634085107118
70003458,101.28234867008446
70003459,120.31365591475067
70003460,101.63410096216332
70003461,71.74295675432019
70003462,71.26272251700702
70003467,100.47204117392013
70003474,75.0310502041196
70003475,102.14291385960368
70003478,639.9999263837051
70003480,557.8103540371801
70003482,69.26893299253678
70003484,101.10399307661561
70003485,94.20432212485805
70003487,70.57231456956495
70003490,70.86194434186784
70003491,61.422176993836146
70003492,1077.9766855593848
70003496,832.4502865794839
70003497,70.40191202330229
70003498,70.48514446231292
70003499,70.40190887500846
70003505,70.40190793147231
70003508,637.4415430076582
70003510,1078.9771197553216
70003513,66.77885195401372
70003514,906.6428795160822
70003515,152.8628105882204
70003516,72.82720663481659
70003517,849.2910021386888
70003518,70.40192835170691
70003519,93.81573706026157
70003520,72.56298189478925
70003521,111.45499529241161
70003522,93.9033582677949
70003524,724.4851146528636
70003528,101.83075201966054
70003530,72.77814496147013
70003532,60.821312179405
70003536,638.4081309297833
70003540,639.9997610302822
70003541,94.61525892082044
70003544,70.56975107750134
70003546,72.77043092693528
70003548,129.8805324712853
70003549,70.9427900917431
70003551,70.40192776364634
70003552,62.030226147382926
70003553,273.49986934653856
70003558,94.90043826738585
70003559,668.6325031437456
70003561,70.40342306606503
70003562,69.43112508174428
70003563,73.85876193862411
70003566,61.403315558266044
70003573,414.32816586654803
70003575,103.1244070567526
70003578,192.9524497513263
70003579,100.59750749550999
70003583,70.40190895614545
70003584,659.9999669879259
70003587,72.56296950820553
70003591,659.9998233565212
70003592,72.56609730961688
70003593,62.2123294061488
70003600,72.57088240981618
70003601,70.40192833166473
70003604,195.42072961437862
70003606,192.23512581837124
70003609,192.0637383406821
70003611,60.47224807178327
70003613,639.8186448186668
70003614,514.2914414240294
70003615,183.65835820962457
70003616,72.56297080276782
70003618,849.9913547589358
70003619,72.85953927361429
70003620,104.79485826961934
70003622,70.40193113115285
70003625,93.79039423088439
70003628,118.69162398112576
70003631,545.254396099463
70003636,60.93111561847792
70003640,61.96481596013847
70003642,70.42188331435568
70003644,196.758008433957
70003646,62.448294693969046
70003647,654.1123417933195
70003648,546.2448214050213
70003649,70.40190935891619
70003651,193.99865062206734
70003654,669.7441336663833
70003655,70.46718082581636
70003656,72.71712768106224
70003657,64.90525487842137
70003658,118.8869097676
70003661,184.84935964779166
70003662,110.87399876317592
70003663,629.5301641096739
70003664,61.59676566300911
70003665,96.0553650012402
70003668,912.8291982145236
70003669,73.69982311221663
70003674,70.50339685380696
70003676,97.41713198544788
70003677,102.25830456920946
70003678,193.193982200628
70003679,118.84987139368526
70003681,68.12519698609972
70003683,896.0341319601858
70003685,100.47256733971395
70003691,94.64385443383063
70003696,193.18259072596
70003698,70.83011923642405
70003699,60.85168331884515
70003700,637.3494397133516
70003702,72.76257558743538
70003706,60.84930883973807
70003708,140.955768439858
70003709,71.039406399007
70003710,827.5919210941695
70003711,70.40190982084343
70003714,70.41642290662253
70003718,560.5248233678536
70003720,61.45339434449817
70003721,68.79312002584848
70003723,70.40191588519576
70003724,183.35992382303644
70003727,72.58002961351434
70003728,549.9950127206713
70003729,101.83239620229396
70003731,70.40192042317868
70003734,72.46028136857932
70003736,70.94141019590805
70003738,547.5454812668436
70003742,639.9999971433989
70003743,102.8300210942114
70003745,304.8937827244279
70003748,112.82949617751314
70003749,127.73395845744514
70003750,73.30581510411763
70003751,93.7914292479909
70003753,296.2503084767456
70003757,77.05762611867227
70003761,639.9835323808189
70003763,186.78786041799714
70003768,61.40366600467238
70003770,61.69932789759206
70003773,101.00559257239055
70003776,118.89513313780992
70003779,70.49111184180099
70003780,599.3795339547668
70003781,639.890718826523
70003782,110.87357385687386
70003783,181.72176237503092
70003784,73.32297617562814
70003785,70.85151946207228
70003794,70.40397438789171
70003795,70.40190950003871
70003798,121.0903935397921
70003802,101.02532861468896
70003804,70.40190542903647
70003807,102.20445227095895
70003808,70.40192042317868
70003810,72.56673192154909
70003812,183.1312364691821
70003813,72.11523789894565
70003817,72.86777030552305
70003820,837.1248278375859
70003822,631.5925176924292
70003827,394.8087086831436
70003828,547.6282915764169
70003829,100.47175594970516
70003830,70.40190618709099
70003835,100.47711776534386
70003836,107.66371180423238
70003837,639.9999593615896
70003839,1627.5313438410906
70003841,70.40216757181886
70003842,100.47176322388445
70003845,61.43523761200626
70003854,70.4019045662834
70003858,70.40190803962693
70003860,181.71704751805947
70003861,1651.988694145112
70003863,70.40191479968406
70003867,191.94748970792924
70003869,633.2573337072149
70003870,70.40190724160263
70003871,70.40190573536849
70003878,72.56804341297396
70003883,659.9998657997126
70003885,742.5220747061335
70003887,119.84993720114522
70003891,70.68452500463124
70003893,72.56296903669512
70003895,118.98478544557094
70003897,62.68385285759513
70003898,100.47707047337747
70003899,72.56297130001388
70003900,71.50391385323255
70003901,69.69136041464569
70003905,191.92055340628224
70003907,992.0270680553423
70003908,70.40192142857948
70003910,72.5678894729549
70003914,191.94887097745305
70003915,70.69348071890494
70003916,638.1488145536393
70003917,73.28724130325146
70003918,70.79134265638604
70003919,181.71523149936235
70003921,100.4718668325483
70003926,101.9414153547333
70003927,64.9585710463444
70003929,417.9171987459377
70003930,94.13987040754066
70003931,1741.1989521399037
70003933,101.95721434203323
70003935,899.9059001629603
70003936,61.43689320152525
70003939,111.8234915319097
70003940,72.95604029793458
70003942,198.54771818138985
70003944,111.08853796141406
70003945,70.40190879678048
70003947,70.40191279134469
70003948,638.5399823782291
70003951,659.9998433461387
70003954,122.76517787437089
70003958,392.1032344798257
70003960,61.988459438211336
70003961,68.79659760990323
70003962,555.6312815101265
70003964,70.42992482431336
70003968,68.92785650625915
70003969,261.4146499086987
70003972,73.2968532247427
70003973,634.0747405983965
70003976,70.40190730810001
70003977,350.5213688114947
70003978,500.08829671297843
70003979,70.40190950003871
70003980,206.6197076078456
70003983,639.9699910885435
70003985,67.40779694084608
70003988,639.2094780674315
70003989,103.42879126041903
70003991,659.9999348549982
70003992,186.9543311731325
70003993,102.8300210942114
70003994,70.46271907031715
70003995,69.23210085175685
70004000,167.53874438330678
70004003,820.3337719985169
70004008,111.18382601569616
70004014,72.87018049894277
70004017,191.9256931328331
70004018,103.3532456095449
70004022,659.999934244432
70004023,70.42024923565948
70004029,70.4019138473413
70004030,639.3486008662928
70004039,186.0779138552813
70004046,70.40192536427678
70004051,72.56858009995014
70004052,181.71748671639813
70004058,62.147210837407506
70004059,72.56298407983515
70004064,62.544554957055134
70004066,106.69196184511212
70004067,70.40191811631337
70004071,70.40191877511302
70004075,61.87413885634322
70004076,101.72928874367572
70004079,61.189100536141474
70004080,1078.9668362794569
70004082,72.56296546637316
70004084,100.47202964351266
70004087,637.7313160646661
70004090,639.9366689159182
70004091,100.16109811685338
70004093,103.73387243733153
70004094,70.40190478783391
70004095,61.85649576960341
70004096,103.73387243733153
70004097,118.714675071526
70004101,456.4026160143288
70004103,853.1989009253156
70004105,102.67072323638276
70004111,187.16723520509862
70004116,70.42779855937546
70004118,280.9365620895862
70004120,93.79907539860642
70004126,197.5762841994971
70004132,361.53188184237575
70004136,72.56296908467311
70004137,64.07141892478161
70004139,72.56297321651441
70004142,136.85411749723522
70004143,191.9225158804294
70004144,63.35955122235025
70004145,100.61201247824869
70004147,117.53752708468991
70004149,638.8864516164338
70004152,61.96481596013847
70004154,184.0234940003649
70004158,60.47189697432283
70004160,72.6699148558534
70004164,100.47239638832203
70004165,68.79362447296825
70004168,1078.976572235024
70004169,118.90014597149107
70004170,195.81472989549025
70004171,96.96063261956681
70004172,186.1075248096217
70004176,100.48713685127895
70004179,192.81606940991733
70004184,93.98026413292766
70004188,70.40193473979464
70004189,100.57056838775455
70004190,70.40553675462995
70004192,555.1044298371313
70004194,94.60499168534328
70004196,317.76152612217527
70004199,93.90615820261442
70004200,60.920625804928015
70004201,61.45339434449817
70004202,118.707260861817
70004203,70.40190648036652
70004204,66.95488903542673
