periods_left_min,periods_left_max,outbound,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
5.0,5.0,False,0.0004229142439849831,0.022793924369090963,0.2083975886453025,0.389517139910244,0.31987599364251373,0.05899243918886373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,6.0,False,0.0,0.011154993673651655,0.09797432749929928,0.2362793629635363,0.3570034737860694,0.2659014042378686,0.03168643783957477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,7.0,False,0.0,0.00897393926738544,0.07096019340782794,0.16082678487231963,0.23574526896161638,0.29120560377153937,0.19643242606873654,0.035855783650574735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,8.0,False,0.0,0.013527267886700972,0.037152891419049164,0.09367971491156907,0.18102109743650383,0.26446842089652284,0.26744503893669846,0.12485944559136702,0.017846122921588534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,9.0,False,0.003195840660732702,0.004673061188864137,0.017458727223410228,0.1106545423861725,0.0947646930926118,0.14697182713032178,0.13881006077563143,0.2610847164403226,0.19309173813398994,0.029294792967942806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,10.0,False,0.0,0.004425976337745155,0.0354439564606135,0.05994646595669283,0.08389692447248678,0.08953715610514909,0.18110066030052852,0.1074255594907432,0.21479130864557458,0.18473282840848682,0.03869916382197966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,11.0,False,0.0006739448957614351,0.0033359165450894883,0.017223329225791992,0.04302404679036829,0.08316883423886817,0.07614537167459931,0.1584271033920415,0.09412177387700481,0.1883361273640482,0.18537832532427162,0.11683580643872624,0.03332942023342883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12.0,False,0.0007903526551390264,0.0,0.02397515716706812,0.03532629168812533,0.057305388495115246,0.10618226797823492,0.1221501083005356,0.11559122355007402,0.1273505736627095,0.11093006540353595,0.16150093546949493,0.08697751332426183,0.051920122305705585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,13.0,False,0.004629167166302793,0.0,0.008429169395003221,0.009482996842081705,0.04000133979933294,0.0353696513887085,0.05683577270773,0.15244916399006844,0.0778328636462676,0.12326346693074804,0.1292462310260248,0.21065252497544196,0.11609846038520256,0.03570919174708743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,14.0,False,0.0,0.0,0.0014524442274010672,0.023043662623389697,0.03569080386500181,0.027375333956268615,0.07010023502628546,0.06313651882806154,0.1339314125912891,0.06752155334045519,0.11134357860892638,0.11968184282185677,0.156407508677618,0.14868698272974662,0.04162812270369985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,15.0,False,0.0,0.0,0.0,0.027158146291720586,0.01050858394674548,0.023142380275859575,0.048798942167708026,0.04808564574388467,0.08757717344093552,0.06892592668487785,0.04856596141439732,0.09852233409926354,0.09967726066938924,0.19359930054510693,0.20065460577793137,0.04478373894217986,0.0,0.0,0.0,0.0,0.0,0.0
16.0,16.0,False,0.006919659892439056,0.0,0.0033634286232547524,0.020308182068091325,0.020762119521431126,0.03111830378043859,0.041532141143851974,0.051202517912483356,0.04698217937335223,0.14096555139972067,0.0629895121318289,0.07857733866337945,0.051663444882477545,0.12814810450616193,0.13732944888494608,0.147835522669586,0.030302544546556953,0.0,0.0,0.0,0.0,0.0
17.0,17.0,False,0.0,0.0036715908255630383,0.0011436683610725736,0.002065059645885794,0.005634990158334765,0.022583705981497157,0.019943882125393664,0.022319831810914237,0.045906663882496423,0.03838902523480508,0.03516201600894108,0.04917296663163021,0.05881724904513722,0.1214849337226104,0.08421285097764764,0.22520555118348293,0.2114699201427447,0.052816094261843125,0.0,0.0,0.0,0.0
18.0,18.0,False,0.0,0.0,0.0006558789867500974,0.024911164539375107,0.01574147677600763,0.01373687682884539,0.009516512607382044,0.03207358846418482,0.024759268052897687,0.034345861329124316,0.04630690906975189,0.03502192987692172,0.04267033311584453,0.021606043131544857,0.12145369386941669,0.12033434983746628,0.1946031208643658,0.21396022041962034,0.048302772230500834,0.0,0.0,0.0
19.0,19.0,False,0.0,0.0,0.0,0.0033003466322903217,0.0028631611469971028,0.021706733175898257,0.024579125815976655,0.0401854385323607,0.029623829730563052,0.02894421826062828,0.01969355910601158,0.0343833639349751,0.03457307884423236,0.0319378160023777,0.06074504771396344,0.07326932407484989,0.15567703055670834,0.1998467623160916,0.19669314048034497,0.041978023675730586,0.0,0.0
20.0,20.0,False,0.0,0.0008542621040327775,0.004686089803193468,0.0,0.0007752426454826306,0.0035709701928521233,0.009611325771540285,0.005061937134082986,0.013617415367947338,0.008351277671683565,0.018514446350613733,0.03689114798858881,0.021541153960775647,0.029299825000266438,0.06483589210352565,0.06362542604416847,0.0804705086989344,0.13810421585555518,0.2713090302473853,0.20934432267643507,0.019535510382935953,0.0
21.0,47.0,False,7.803053554521983e-05,0.000640028881443344,0.0007297470669060228,0.0012330492103353097,0.0031393779723027596,0.005461784529021143,0.004466595081333506,0.006646071665582863,0.008529745564062004,0.008049152464607669,0.01933277282105378,0.013440280878158772,0.01781144473122137,0.017400077583940007,0.0269694867519648,0.04352259378502694,0.06099543377745889,0.06921009817981938,0.10827331187316898,0.14273315212310042,0.12700682684085585,0.3143309376830911
