primary_purpose,outbound,tour_hour,trip_num,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,HR25,HR26,HR27,HR28,HR29,HR30,HR31,HR32,HR33,HR34,HR35,HR36,HR37,HR38,HR39,HR40,HR41,HR42,HR43,HR44,HR45,HR46,HR47,HR48
social,FALSE,11,2,0,0,0,0,0,0,0,0,0,0.03361344537815126,0.10084033613445378,0.13445378151260504,0.1092436974789916,0.04201680672268908,0.008403361344537815,0.01680672268907563,0,0.025210084033613446,0.05042016806722689,0.008403361344537815,0.025210084033613446,0.04201680672268908,0.01680672268907563,0.008403361344537815,0.08403361344537816,0.058823529411764705,0.06722689075630252,0.05042016806722689,0.01680672268907563,0.008403361344537815,0.008403361344537815,0.01680672268907563,0.04201680672268908,0,0.008403361344537815,0.01680672268907563,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,11,3,0,0,0,0,0,0,0,0,0,0,0.017241379310344827,0.22413793103448276,0.05172413793103448,0.06896551724137931,0.034482758620689655,0.05172413793103448,0.034482758620689655,0.10344827586206896,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0,0.017241379310344827,0,0.017241379310344827,0,0,0,0.06896551724137931,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.05172413793103448,0.017241379310344827,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,11,4,0,0,0,0,0,0,0,0,0,0,0.00819672131147541,0,0.01639344262295082,0.01639344262295082,0,0.04918032786885246,0.03278688524590164,0.05737704918032787,0.02459016393442623,0.040983606557377046,0,0.00819672131147541,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.02459016393442623,0.09016393442622951,0.04918032786885246,0.11475409836065574,0.08196721311475409,0.040983606557377046,0.01639344262295082,0.03278688524590164,0.040983606557377046,0.03278688524590164,0.03278688524590164,0.00819672131147541,0.03278688524590164,0.040983606557377046,0.00819672131147541,0,0,0,0,0,0,0,0
social,FALSE,12,1,0,0.005128205128205128,0,0,0.005128205128205128,0.015384615384615385,0.010256410256410256,0,0.005128205128205128,0.02564102564102564,0.02564102564102564,0.3564102564102564,0.05128205128205128,0.06666666666666667,0.06153846153846154,0.007692307692307693,0.023076923076923078,0.05897435897435897,0.02564102564102564,0.020512820512820513,0.028205128205128206,0.017948717948717947,0.01282051282051282,0.010256410256410256,0.03333333333333333,0.015384615384615385,0.01282051282051282,0.015384615384615385,0.02564102564102564,0.023076923076923078,0.005128205128205128,0.017948717948717947,0,0.002564102564102564,0,0.005128205128205128,0,0,0,0,0,0,0.002564102564102564,0.007692307692307693,0,0,0,0
social,FALSE,12,2,0,0,0,0,0,0,0,0,0,0.012048192771084338,0.018072289156626505,0.10240963855421686,0.20481927710843373,0.018072289156626505,0.030120481927710843,0.05421686746987952,0.03614457831325301,0.07228915662650602,0.04819277108433735,0.03614457831325301,0.018072289156626505,0.006024096385542169,0.006024096385542169,0.006024096385542169,0.12650602409638553,0.04819277108433735,0.04216867469879518,0.030120481927710843,0.018072289156626505,0.018072289156626505,0,0.024096385542168676,0,0.012048192771084338,0,0,0.012048192771084338,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,12,3,0,0,0,0,0,0,0,0,0,0,0.009900990099009901,0.0891089108910891,0.15841584158415842,0.09900990099009901,0.06930693069306931,0.0594059405940594,0.039603960396039604,0.039603960396039604,0.06930693069306931,0.039603960396039604,0.019801980198019802,0.039603960396039604,0.009900990099009901,0,0.009900990099009901,0.0594059405940594,0.0297029702970297,0.009900990099009901,0,0.0297029702970297,0.039603960396039604,0.019801980198019802,0.019801980198019802,0.009900990099009901,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0.005376344086021506,0.010752688172043012,0.016129032258064516,0.03225806451612903,0,0.03763440860215054,0.026881720430107527,0.016129032258064516,0.06451612903225806,0.026881720430107527,0.010752688172043012,0.03763440860215054,0.043010752688172046,0.04838709677419355,0.03763440860215054,0.07526881720430108,0.08064516129032258,0.06451612903225806,0.043010752688172046,0.12365591397849462,0.03763440860215054,0.043010752688172046,0.016129032258064516,0.010752688172043012,0.03225806451612903,0.005376344086021506,0.016129032258064516,0.021505376344086023,0.016129032258064516,0,0,0,0,0,0,0
social,FALSE,13,1,0,0,0,0,0.002976190476190476,0.002976190476190476,0.005952380952380952,0.008928571428571428,0.023809523809523808,0.017857142857142856,0.023809523809523808,0.050595238095238096,0.34523809523809523,0.09523809523809523,0.05654761904761905,0.023809523809523808,0.026785714285714284,0.023809523809523808,0.01488095238095238,0.03869047619047619,0.008928571428571428,0.026785714285714284,0.017857142857142856,0.011904761904761904,0.002976190476190476,0.047619047619047616,0.020833333333333332,0.020833333333333332,0.011904761904761904,0.041666666666666664,0.011904761904761904,0.005952380952380952,0,0,0.002976190476190476,0,0,0,0,0,0,0,0.005952380952380952,0,0,0,0,0
social,FALSE,13,2,0,0,0,0,0,0,0,0,0,0,0.025210084033613446,0.008403361344537815,0.25210084033613445,0.06722689075630252,0.10084033613445378,0.10084033613445378,0.008403361344537815,0.04201680672268908,0.07563025210084033,0.04201680672268908,0,0.008403361344537815,0.01680672268907563,0.025210084033613446,0.025210084033613446,0.03361344537815126,0.06722689075630252,0.025210084033613446,0,0.01680672268907563,0.008403361344537815,0.008403361344537815,0.01680672268907563,0.01680672268907563,0,0.008403361344537815,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,13,3,0,0,0.023529411764705882,0.011764705882352941,0,0,0,0,0,0,0,0,0.047058823529411764,0.15294117647058825,0.18823529411764706,0.08235294117647059,0.047058823529411764,0.058823529411764705,0.07058823529411765,0.03529411764705882,0.011764705882352941,0.023529411764705882,0.011764705882352941,0.023529411764705882,0.011764705882352941,0,0.03529411764705882,0,0.047058823529411764,0.011764705882352941,0.011764705882352941,0.011764705882352941,0.023529411764705882,0,0.047058823529411764,0,0,0.011764705882352941,0,0,0,0,0,0,0,0,0,0
social,FALSE,13,4,0,0,0,0,0,0,0,0,0,0,0.009523809523809525,0.009523809523809525,0,0.01904761904761905,0.009523809523809525,0.0761904761904762,0,0.05714285714285714,0.009523809523809525,0.06666666666666667,0.047619047619047616,0.05714285714285714,0.01904761904761905,0.01904761904761905,0.0380952380952381,0.0380952380952381,0.08571428571428572,0.02857142857142857,0.0380952380952381,0.09523809523809523,0.047619047619047616,0.08571428571428572,0.0380952380952381,0.02857142857142857,0.02857142857142857,0.009523809523809525,0.01904761904761905,0,0,0.01904761904761905,0,0,0,0,0,0,0,0
social,FALSE,14,1,0,0,0,0,0,0,0.0027624309392265192,0.013812154696132596,0.0027624309392265192,0.03867403314917127,0.008287292817679558,0.04419889502762431,0.06353591160220995,0.430939226519337,0.03867403314917127,0.03591160220994475,0.024861878453038673,0.019337016574585635,0.024861878453038673,0.03591160220994475,0.024861878453038673,0.008287292817679558,0,0.027624309392265192,0.016574585635359115,0.013812154696132596,0.0055248618784530384,0.03038674033149171,0.011049723756906077,0.013812154696132596,0.011049723756906077,0.024861878453038673,0.0055248618784530384,0.016574585635359115,0,0,0,0,0,0,0,0,0.0055248618784530384,0,0,0,0,0
social,FALSE,14,2,0,0,0,0,0,0,0,0,0.006993006993006993,0,0,0.006993006993006993,0.06293706293706294,0.11888111888111888,0.32167832167832167,0.07692307692307693,0.06993006993006994,0.027972027972027972,0.04895104895104895,0.04195804195804196,0.02097902097902098,0.02097902097902098,0.006993006993006993,0.02097902097902098,0.027972027972027972,0.006993006993006993,0.02097902097902098,0.02097902097902098,0.013986013986013986,0.02097902097902098,0.013986013986013986,0.006993006993006993,0.013986013986013986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,14,3,0,0,0.01639344262295082,0,0,0,0,0,0,0,0,0,0.01639344262295082,0.04918032786885246,0.19672131147540983,0.11475409836065574,0.04918032786885246,0.06557377049180328,0.04918032786885246,0.11475409836065574,0.01639344262295082,0.08196721311475409,0,0.01639344262295082,0,0,0.01639344262295082,0.03278688524590164,0.08196721311475409,0.04918032786885246,0.01639344262295082,0,0.01639344262295082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024793388429752067,0.01652892561983471,0.09090909090909091,0.008264462809917356,0.04132231404958678,0.1322314049586777,0.049586776859504134,0.0743801652892562,0.024793388429752067,0.024793388429752067,0.06611570247933884,0.008264462809917356,0.024793388429752067,0.04132231404958678,0.06611570247933884,0.01652892561983471,0.03305785123966942,0.03305785123966942,0.11570247933884298,0.008264462809917356,0.008264462809917356,0.024793388429752067,0,0.01652892561983471,0.024793388429752067,0.01652892561983471,0.008264462809917356,0,0,0,0,0,0,0,0
social,FALSE,15,1,0,0,0,0,0.0038910505836575876,0.01556420233463035,0.0038910505836575876,0,0.011673151750972763,0.0038910505836575876,0.01556420233463035,0.07003891050583658,0.042801556420233464,0.07003891050583658,0.4085603112840467,0.038910505836575876,0.042801556420233464,0.038910505836575876,0.019455252918287938,0.019455252918287938,0.023346303501945526,0.011673151750972763,0.011673151750972763,0.0038910505836575876,0.011673151750972763,0.019455252918287938,0.023346303501945526,0.0038910505836575876,0.011673151750972763,0.023346303501945526,0.01556420233463035,0.023346303501945526,0,0.0038910505836575876,0,0,0,0,0,0,0,0,0.0038910505836575876,0,0,0.0038910505836575876,0,0
social,FALSE,15,2,0,0,0,0,0,0,0,0,0,0.011627906976744186,0,0,0.1511627906976744,0.046511627906976744,0.11627906976744186,0.1744186046511628,0.10465116279069768,0.046511627906976744,0.03488372093023256,0.08139534883720931,0.03488372093023256,0.011627906976744186,0.023255813953488372,0.011627906976744186,0.011627906976744186,0.03488372093023256,0.023255813953488372,0,0,0.023255813953488372,0.011627906976744186,0.023255813953488372,0.011627906976744186,0,0,0,0,0,0,0,0,0,0,0.011627906976744186,0,0,0,0
social,FALSE,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0.03508771929824561,0.10526315789473684,0.12280701754385964,0.10526315789473684,0.05263157894736842,0.03508771929824561,0.017543859649122806,0.08771929824561403,0.08771929824561403,0.03508771929824561,0.05263157894736842,0.017543859649122806,0,0.03508771929824561,0.05263157894736842,0.017543859649122806,0,0.07017543859649122,0,0,0.03508771929824561,0.017543859649122806,0.017543859649122806,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0.01,0.03,0.02,0,0.09,0.04,0.03,0.06,0.04,0.08,0.14,0.04,0.03,0.04,0,0.06,0.05,0.05,0.04,0.03,0.01,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0
social,FALSE,16,1,0,0,0,0,0.00392156862745098,0.00392156862745098,0,0.00784313725490196,0.01568627450980392,0.011764705882352941,0.00392156862745098,0.03529411764705882,0.03137254901960784,0.0392156862745098,0.023529411764705882,0.3607843137254902,0.027450980392156862,0.058823529411764705,0.01568627450980392,0.07058823529411765,0.01568627450980392,0.00784313725490196,0.03529411764705882,0.023529411764705882,0.023529411764705882,0.01568627450980392,0.01568627450980392,0.0196078431372549,0.0392156862745098,0.03137254901960784,0.00784313725490196,0.0196078431372549,0.00784313725490196,0.011764705882352941,0,0.00392156862745098,0,0,0.00392156862745098,0,0,0,0.00392156862745098,0.00392156862745098,0,0,0,0
social,FALSE,16,2,0,0,0,0,0,0,0,0,0,0,0,0.025,0.0375,0.075,0.0625,0.0625,0.2375,0.0625,0.0125,0.05,0.025,0.025,0.0125,0.0375,0.025,0.025,0.0125,0.05,0.0125,0.0125,0.05,0.05,0,0.0125,0.0125,0,0.0125,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0.029411764705882353,0.058823529411764705,0.029411764705882353,0,0.08823529411764706,0.14705882352941177,0.11764705882352941,0.08823529411764706,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.058823529411764705,0,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.058823529411764705,0,0,0.029411764705882353,0,0.029411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03773584905660377,0,0.05660377358490566,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.16981132075471697,0,0.07547169811320754,0.03773584905660377,0.018867924528301886,0.05660377358490566,0.07547169811320754,0.03773584905660377,0.03773584905660377,0.07547169811320754,0.05660377358490566,0.018867924528301886,0.03773584905660377,0,0,0.07547169811320754,0.018867924528301886,0,0,0,0,0,0,0,0
social,FALSE,17,1,0.00390625,0,0,0,0,0,0,0.0078125,0.00390625,0.01171875,0.01171875,0.0234375,0.03515625,0.02734375,0.0390625,0.01171875,0.51171875,0.015625,0.0234375,0.015625,0.01171875,0.01953125,0.02734375,0.015625,0.01171875,0.01171875,0.02734375,0.015625,0.03125,0.01171875,0.0078125,0.0234375,0,0.0078125,0.01171875,0.0078125,0,0,0,0,0,0,0.0078125,0.00390625,0,0.00390625,0,0
social,FALSE,17,2,0,0,0,0,0,0,0,0,0.015625,0,0,0.046875,0.03125,0.015625,0.015625,0.015625,0.09375,0.25,0.125,0.0625,0.03125,0,0,0.03125,0.015625,0.015625,0,0.015625,0.109375,0.03125,0.03125,0,0.015625,0.015625,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0
social,FALSE,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.02631578947368421,0.02631578947368421,0,0,0.10526315789473684,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.13157894736842105,0.02631578947368421,0.15789473684210525,0.02631578947368421,0,0.02631578947368421,0,0.02631578947368421,0,0.02631578947368421,0.02631578947368421,0.05263157894736842,0,0.05263157894736842,0,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0,0,0,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.13793103448275862,0.06896551724137931,0.017241379310344827,0.1206896551724138,0,0,0.05172413793103448,0,0.034482758620689655,0.06896551724137931,0.05172413793103448,0.017241379310344827,0,0,0.05172413793103448,0.05172413793103448,0.034482758620689655,0.017241379310344827,0.034482758620689655,0,0,0,0,0,0,0,0,0
social,FALSE,18,1,0,0,0,0,0,0,0,0.0037174721189591076,0.007434944237918215,0.011152416356877323,0.0037174721189591076,0.05204460966542751,0.022304832713754646,0.040892193308550186,0.03717472118959108,0.02973977695167286,0.022304832713754646,0.38661710037174724,0.0037174721189591076,0.007434944237918215,0.02973977695167286,0.01858736059479554,0.007434944237918215,0.01858736059479554,0.022304832713754646,0.026022304832713755,0.03717472118959108,0.02973977695167286,0.03717472118959108,0.03717472118959108,0.011152416356877323,0.040892193308550186,0.011152416356877323,0.01858736059479554,0.011152416356877323,0.007434944237918215,0,0,0,0,0,0,0.0037174721189591076,0.0037174721189591076,0,0,0,0
social,FALSE,18,2,0,0,0,0,0,0,0,0,0,0,0.020618556701030927,0.010309278350515464,0.030927835051546393,0.041237113402061855,0.08247422680412371,0.030927835051546393,0.061855670103092786,0.17525773195876287,0.15463917525773196,0.07216494845360824,0.030927835051546393,0.030927835051546393,0.020618556701030927,0,0.05154639175257732,0,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.030927835051546393,0.041237113402061855,0.020618556701030927,0.010309278350515464,0,0.010309278350515464,0,0.020618556701030927,0.010309278350515464,0,0.010309278350515464,0,0,0,0,0,0,0,0
social,FALSE,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0.03333333333333333,0.03333333333333333,0,0.03333333333333333,0,0,0.16666666666666666,0,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0,0.06666666666666667,0.03333333333333333,0.06666666666666667,0,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0.017857142857142856,0,0,0,0,0.03571428571428571,0.03571428571428571,0.08928571428571429,0.08928571428571429,0.03571428571428571,0.017857142857142856,0.07142857142857142,0,0.05357142857142857,0.10714285714285714,0.10714285714285714,0.07142857142857142,0.07142857142857142,0.08928571428571429,0.03571428571428571,0.017857142857142856,0,0.017857142857142856,0.017857142857142856,0.017857142857142856,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,19,1,0,0,0,0,0.004608294930875576,0,0,0.004608294930875576,0.009216589861751152,0.013824884792626729,0,0.027649769585253458,0.018433179723502304,0.027649769585253458,0.041474654377880185,0.013824884792626729,0.03225806451612903,0.027649769585253458,0.3225806451612903,0.03686635944700461,0.027649769585253458,0.02304147465437788,0.013824884792626729,0.018433179723502304,0.02304147465437788,0.03686635944700461,0.02304147465437788,0.055299539170506916,0.05069124423963134,0.03686635944700461,0.03225806451612903,0.018433179723502304,0.013824884792626729,0.009216589861751152,0.018433179723502304,0.009216589861751152,0.004608294930875576,0,0,0,0.004608294930875576,0,0,0,0,0,0,0
social,FALSE,19,2,0,0,0,0,0,0,0,0,0,0.015151515151515152,0,0.015151515151515152,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.015151515151515152,0.030303030303030304,0.015151515151515152,0.10606060606060606,0.10606060606060606,0.045454545454545456,0.07575757575757576,0.015151515151515152,0,0.06060606060606061,0.045454545454545456,0.030303030303030304,0.015151515151515152,0.045454545454545456,0.10606060606060606,0.045454545454545456,0.015151515151515152,0,0.015151515151515152,0,0,0,0,0.06060606060606061,0,0,0,0,0,0,0,0,0
social,FALSE,19,3,0,0,0,0,0,0,0,0,0,0,0.023255813953488372,0,0.046511627906976744,0.023255813953488372,0.023255813953488372,0,0,0,0.06976744186046512,0.13953488372093023,0.09302325581395349,0.06976744186046512,0.023255813953488372,0.046511627906976744,0,0,0,0.046511627906976744,0,0.16279069767441862,0.046511627906976744,0.06976744186046512,0.023255813953488372,0,0.06976744186046512,0,0,0,0,0.023255813953488372,0,0,0,0,0,0,0,0
social,FALSE,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411764705882353,0,0.029411764705882353,0,0.14705882352941177,0.04411764705882353,0.058823529411764705,0.029411764705882353,0.058823529411764705,0,0.04411764705882353,0.058823529411764705,0.014705882352941176,0.04411764705882353,0.07352941176470588,0.058823529411764705,0.014705882352941176,0.11764705882352941,0,0.04411764705882353,0.014705882352941176,0,0.04411764705882353,0,0.014705882352941176,0.014705882352941176,0.04411764705882353,0,0,0,0,0,0
social,FALSE,20,1,0,0,0,0,0,0,0,0.007272727272727273,0.01090909090909091,0.007272727272727273,0.01090909090909091,0.0036363636363636364,0.02181818181818182,0.06545454545454546,0.02909090909090909,0.03636363636363636,0.05818181818181818,0.014545454545454545,0.02181818181818182,0.3563636363636364,0.01090909090909091,0.007272727272727273,0.02909090909090909,0.02181818181818182,0.01090909090909091,0.01090909090909091,0.01818181818181818,0.04363636363636364,0.03636363636363636,0.04,0.05090909090909091,0.03636363636363636,0.01818181818181818,0.007272727272727273,0.0036363636363636364,0,0.007272727272727273,0,0,0,0,0,0,0,0,0.0036363636363636364,0,0
social,FALSE,20,2,0,0,0,0,0,0,0,0,0,0,0,0.0379746835443038,0.06329113924050633,0.0379746835443038,0.0759493670886076,0.012658227848101266,0.02531645569620253,0.012658227848101266,0.0379746835443038,0.08860759493670886,0.11392405063291139,0.06329113924050633,0.0759493670886076,0.0379746835443038,0.02531645569620253,0.012658227848101266,0.05063291139240506,0.012658227848101266,0.02531645569620253,0.012658227848101266,0.0379746835443038,0.0379746835443038,0.05063291139240506,0.0379746835443038,0,0,0,0.012658227848101266,0,0,0,0,0,0,0,0,0,0
social,FALSE,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.11428571428571428,0.11428571428571428,0.05714285714285714,0,0.08571428571428572,0,0.05714285714285714,0,0.08571428571428572,0.02857142857142857,0.08571428571428572,0.05714285714285714,0.05714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011235955056179775,0.011235955056179775,0.033707865168539325,0.011235955056179775,0,0.011235955056179775,0.033707865168539325,0.033707865168539325,0.011235955056179775,0.02247191011235955,0.056179775280898875,0.0449438202247191,0.0898876404494382,0.06741573033707865,0.07865168539325842,0.02247191011235955,0.0449438202247191,0,0.056179775280898875,0.06741573033707865,0.033707865168539325,0.056179775280898875,0.02247191011235955,0.033707865168539325,0,0.0449438202247191,0.033707865168539325,0.033707865168539325,0.02247191011235955,0,0,0,0,0.011235955056179775,0
social,FALSE,21,1,0,0,0,0,0,0.004273504273504274,0,0.008547008547008548,0.01282051282051282,0,0.004273504273504274,0.02564102564102564,0.02564102564102564,0.03418803418803419,0.02564102564102564,0.01282051282051282,0.021367521367521368,0.05555555555555555,0.017094017094017096,0.02564102564102564,0.3974358974358974,0.017094017094017096,0.008547008547008548,0.029914529914529916,0.01282051282051282,0.021367521367521368,0.042735042735042736,0.02564102564102564,0.042735042735042736,0.021367521367521368,0.05555555555555555,0.021367521367521368,0.004273504273504274,0.004273504273504274,0.004273504273504274,0,0.008547008547008548,0.008547008547008548,0,0,0,0,0,0,0,0,0,0
social,FALSE,21,2,0,0,0,0,0,0,0,0,0.07272727272727272,0,0,0.01818181818181818,0,0,0,0.07272727272727272,0,0.03636363636363636,0.07272727272727272,0,0.09090909090909091,0.2,0.09090909090909091,0.03636363636363636,0.07272727272727272,0.05454545454545454,0.03636363636363636,0.05454545454545454,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464,0,0,0,0.038461538461538464,0,0.07692307692307693,0.038461538461538464,0,0.07692307692307693,0.038461538461538464,0.15384615384615385,0,0.15384615384615385,0.07692307692307693,0,0,0.11538461538461539,0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0,0.038461538461538464,0,0,0.038461538461538464,0,0,0,0,0,0,0,0,0
social,FALSE,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727272727272728,0,0.022727272727272728,0.022727272727272728,0.09090909090909091,0,0,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.13636363636363635,0.06818181818181818,0.09090909090909091,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.045454545454545456,0.022727272727272728,0,0.09090909090909091,0.09090909090909091,0.022727272727272728,0.022727272727272728,0,0,0,0,0,0,0,0,0
social,FALSE,22,1,0,0,0,0,0,0,0.005376344086021506,0.005376344086021506,0,0.005376344086021506,0.010752688172043012,0.010752688172043012,0.016129032258064516,0.026881720430107527,0.016129032258064516,0.03225806451612903,0.010752688172043012,0.026881720430107527,0.016129032258064516,0.010752688172043012,0.021505376344086023,0.510752688172043,0.005376344086021506,0.005376344086021506,0.010752688172043012,0.016129032258064516,0.04838709677419355,0.016129032258064516,0.021505376344086023,0.06451612903225806,0.03763440860215054,0.03763440860215054,0.005376344086021506,0,0,0,0.005376344086021506,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,22,2,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,0,0.09523809523809523,0.015873015873015872,0.015873015873015872,0,0.015873015873015872,0.09523809523809523,0.015873015873015872,0.031746031746031744,0,0.15873015873015872,0.1111111111111111,0.047619047619047616,0.06349206349206349,0.015873015873015872,0.09523809523809523,0.015873015873015872,0.015873015873015872,0.031746031746031744,0,0.031746031746031744,0.047619047619047616,0.015873015873015872,0,0,0,0,0.015873015873015872,0,0,0,0,0,0,0,0,0
social,FALSE,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,0.1,0,0.05,0.05,0.25,0.05,0,0,0,0,0.1,0,0.05,0,0.05,0.05,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0
social,FALSE,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,0,0.09523809523809523,0.047619047619047616,0,0.047619047619047616,0.047619047619047616,0,0,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,0,0.09523809523809523,0,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.09523809523809523,0,0,0,0,0,0,0,0,0,0
social,FALSE,23,1,0,0,0,0,0,0.004975124378109453,0,0,0.009950248756218905,0.004975124378109453,0.014925373134328358,0.024875621890547265,0.014925373134328358,0.024875621890547265,0.04477611940298507,0.009950248756218905,0.004975124378109453,0.014925373134328358,0.004975124378109453,0.08955223880597014,0.01990049751243781,0.01990049751243781,0.4079601990049751,0.01990049751243781,0.029850746268656716,0.029850746268656716,0.014925373134328358,0.029850746268656716,0.03980099502487562,0.029850746268656716,0.029850746268656716,0.03482587064676617,0.004975124378109453,0.004975124378109453,0,0.004975124378109453,0,0,0,0,0,0,0,0,0.004975124378109453,0.004975124378109453,0,0
social,FALSE,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444444444446,0.022222222222222223,0,0,0,0.022222222222222223,0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.2,0.26666666666666666,0.08888888888888889,0.044444444444444446,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.08888888888888889,0.022222222222222223,0,0,0,0,0,0,0.044444444444444446,0,0,0,0,0,0,0,0,0,0
social,FALSE,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.05555555555555555,0,0,0,0,0.05555555555555555,0.05555555555555555,0,0,0.2777777777777778,0.05555555555555555,0.1111111111111111,0,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0.045454545454545456,0.045454545454545456,0.22727272727272727,0,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.09090909090909091,0,0,0,0.09090909090909091,0.09090909090909091,0,0,0.045454545454545456,0,0,0,0,0,0,0,0,0
social,FALSE,24,1,0,0,0,0,0,0,0,0,0.013953488372093023,0,0.004651162790697674,0.013953488372093023,0.018604651162790697,0.023255813953488372,0.023255813953488372,0.037209302325581395,0.027906976744186046,0.013953488372093023,0.018604651162790697,0.023255813953488372,0,0.004651162790697674,0.018604651162790697,0.4744186046511628,0.037209302325581395,0.03255813953488372,0.009302325581395349,0.009302325581395349,0.046511627906976744,0.03255813953488372,0.03255813953488372,0.04186046511627907,0.013953488372093023,0.018604651162790697,0,0,0,0.004651162790697674,0,0,0,0,0.004651162790697674,0,0,0,0,0
social,FALSE,24,2,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0.02,0,0.06,0,0.02,0.02,0,0.04,0.02,0,0.18,0.18,0.12,0.06,0.06,0.02,0.04,0.04,0,0.06,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
social,FALSE,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.25,0.1875,0.1875,0,0,0,0.0625,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0
